a,b,c,d,e,f,g,h,i,j
76,9,59.249,0.665,0.175,162.000,100.000,0.618,0.95,1000000
77,9,61.622,0.667,0.175,163.000,99.000,0.622,0.95,1000000
78,9,61.622,0.667,0.260,163.000,99.000,0.622,0.95,1000000
79,9,67.853,0.333,0.260,100.000,162.000,0.382,0.95,1000000
80,9,67.841,0.333,0.261,100.000,162.000,0.382,0.95,1000000
81,9,67.841,0.333,0.261,100.000,162.000,0.382,0.95,1000000
82,9,67.678,0.333,0.261,100.000,162.000,0.382,0.95,1000000
83,9,67.659,0.333,0.262,100.000,162.000,0.382,0.95,1000000
84,9,67.659,0.333,0.262,100.000,162.000,0.382,0.95,1000000
85,9,67.659,0.333,0.262,100.000,162.000,0.382,0.95,1000000
86,9,67.644,0.333,0.263,100.000,162.000,0.382,0.95,1000000
87,9,61.052,0.675,0.263,163.000,99.000,0.622,0.95,1000000
88,9,61.050,0.675,0.264,163.000,99.000,0.622,0.95,1000000
89,9,61.060,0.675,0.264,163.000,99.000,0.622,0.95,1000000
90,9,61.060,0.675,0.264,163.000,99.000,0.622,0.95,1000000
91,9,61.060,0.675,0.265,163.000,99.000,0.622,0.95,1000000
92,9,61.060,0.675,0.265,163.000,99.000,0.622,0.95,1000000
93,9,61.016,0.675,0.265,163.000,99.000,0.622,0.95,1000000
94,9,64.118,0.333,0.266,100.000,162.000,0.382,0.95,1000000
95,9,64.200,0.333,0.266,100.000,162.000,0.382,0.95,1000000
96,9,64.200,0.333,0.350,100.000,162.000,0.382,0.95,1000000
97,9,64.200,0.333,0.351,100.000,162.000,0.382,0.95,1000000
98,9,66.961,0.333,0.351,100.000,162.000,0.382,0.95,1000000
99,9,66.961,0.333,0.352,100.000,162.000,0.382,0.95,1000000
100,9,66.961,0.333,0.352,100.000,162.000,0.382,0.95,1000000
1,2,87.551,0.353,0.005,107.000,155.000,0.408,0.95,1000000
2,2,87.495,0.353,0.006,107.000,155.000,0.408,0.95,1000000
3,2,88.334,0.353,0.007,107.000,155.000,0.408,0.95,1000000
4,2,91.730,0.333,0.008,100.000,162.000,0.382,0.95,1000000
5,2,91.741,0.333,0.008,100.000,162.000,0.382,0.95,1000000
6,2,90.794,0.333,0.009,100.000,162.000,0.382,0.95,1000000
7,2,90.749,0.333,0.010,100.000,162.000,0.382,0.95,1000000
8,2,86.127,0.333,0.011,100.000,162.000,0.382,0.95,1000000
9,2,94.452,0.333,0.011,100.000,162.000,0.382,0.95,1000000
10,2,95.559,0.333,0.012,100.000,162.000,0.382,0.95,1000000
11,2,67.934,0.333,0.013,100.000,162.000,0.382,0.95,1000000
12,2,67.934,0.333,0.014,100.000,162.000,0.382,0.95,1000000
13,2,67.934,0.333,0.014,100.000,162.000,0.382,0.95,1000000
14,2,59.769,0.665,0.015,162.000,100.000,0.618,0.95,1000000
15,2,59.769,0.665,0.016,162.000,100.000,0.618,0.95,1000000
16,2,59.641,0.665,0.062,162.000,100.000,0.618,0.95,1000000
17,2,59.640,0.665,0.063,162.000,100.000,0.618,0.95,1000000
18,2,59.640,0.665,0.063,162.000,100.000,0.618,0.95,1000000
19,2,59.640,0.665,0.063,162.000,100.000,0.618,0.95,1000000
20,2,59.641,0.665,0.064,162.000,100.000,0.618,0.95,1000000
21,2,59.638,0.665,0.064,162.000,100.000,0.618,0.95,1000000
22,2,60.787,0.647,0.065,150.000,112.000,0.573,0.95,1000000
23,2,60.796,0.647,0.066,150.000,112.000,0.573,0.95,1000000
24,2,61.031,0.645,0.066,150.000,112.000,0.573,0.95,1000000
25,2,59.795,0.647,0.066,150.000,112.000,0.573,0.95,1000000
26,2,59.795,0.647,0.067,150.000,112.000,0.573,0.95,1000000
27,2,59.795,0.647,0.067,150.000,112.000,0.573,0.95,1000000
28,2,59.734,0.647,0.068,150.000,112.000,0.573,0.95,1000000
29,2,59.792,0.647,0.068,150.000,112.000,0.573,0.95,1000000
30,2,71.037,0.473,0.068,112.000,150.000,0.427,0.95,1000000
31,2,71.788,0.473,0.069,112.000,150.000,0.427,0.95,1000000
32,2,71.788,0.473,0.069,112.000,150.000,0.427,0.95,1000000
33,2,75.238,0.471,0.070,112.000,150.000,0.427,0.95,1000000
34,2,75.238,0.471,0.070,112.000,150.000,0.427,0.95,1000000
35,2,75.403,0.465,0.070,104.000,158.000,0.397,0.95,1000000
36,2,75.372,0.465,0.071,104.000,158.000,0.397,0.95,1000000
37,2,75.311,0.471,0.072,105.000,157.000,0.401,0.95,1000000
38,2,75.311,0.471,0.073,105.000,157.000,0.401,0.95,1000000
39,2,75.311,0.471,0.165,105.000,157.000,0.401,0.95,1000000
40,2,76.976,0.471,0.165,105.000,157.000,0.401,0.95,1000000
41,2,76.976,0.471,0.165,105.000,157.000,0.401,0.95,1000000
42,2,76.980,0.471,0.166,105.000,157.000,0.401,0.95,1000000
43,2,86.405,0.335,0.166,97.000,165.000,0.370,0.95,1000000
44,2,86.139,0.329,0.166,100.000,162.000,0.382,0.95,1000000
45,2,86.104,0.329,0.167,100.000,162.000,0.382,0.95,1000000
46,2,86.104,0.329,0.167,100.000,162.000,0.382,0.95,1000000
47,2,86.104,0.329,0.168,100.000,162.000,0.382,0.95,1000000
48,2,86.104,0.329,0.168,100.000,162.000,0.382,0.95,1000000
49,2,85.443,0.329,0.169,100.000,162.000,0.382,0.95,1000000
50,2,85.443,0.329,0.170,100.000,162.000,0.382,0.95,1000000
51,2,87.236,0.329,0.170,100.000,162.000,0.382,0.95,1000000
52,2,83.400,0.329,0.171,100.000,162.000,0.382,0.95,1000000
53,2,83.412,0.329,0.171,100.000,162.000,0.382,0.95,1000000
54,2,83.318,0.329,0.171,100.000,162.000,0.382,0.95,1000000
55,2,83.332,0.329,0.172,100.000,162.000,0.382,0.95,1000000
56,2,83.520,0.329,0.172,100.000,162.000,0.382,0.95,1000000
57,2,83.709,0.329,0.172,100.000,162.000,0.382,0.95,1000000
58,2,94.507,0.329,0.173,100.000,162.000,0.382,0.95,1000000
59,2,94.508,0.329,0.173,100.000,162.000,0.382,0.95,1000000
60,2,95.326,0.329,0.174,100.000,162.000,0.382,0.95,1000000
61,2,78.441,0.327,0.174,102.000,160.000,0.389,0.95,1000000
62,2,79.987,0.333,0.174,101.000,161.000,0.385,0.95,1000000
63,2,81.427,0.323,0.175,97.000,165.000,0.370,0.95,1000000
64,2,82.578,0.323,0.175,98.000,164.000,0.374,0.95,1000000
65,2,82.578,0.323,0.175,98.000,164.000,0.374,0.95,1000000
66,2,82.647,0.323,0.176,98.000,164.000,0.374,0.95,1000000
67,2,91.913,0.321,0.176,99.000,163.000,0.378,0.95,1000000
68,2,91.777,0.321,0.176,99.000,163.000,0.378,0.95,1000000
69,2,92.944,0.321,0.177,99.000,163.000,0.378,0.95,1000000
70,2,92.965,0.321,0.177,99.000,163.000,0.378,0.95,1000000
71,2,92.965,0.321,0.178,99.000,163.000,0.378,0.95,1000000
72,2,92.626,0.333,0.178,101.000,161.000,0.385,0.95,1000000
73,2,92.625,0.333,0.178,101.000,161.000,0.385,0.95,1000000
74,2,92.625,0.333,0.179,101.000,161.000,0.385,0.95,1000000
75,2,92.294,0.333,0.179,101.000,161.000,0.385,0.95,1000000
76,2,80.795,0.377,0.179,99.000,163.000,0.378,0.95,1000000
77,2,79.735,0.394,0.180,106.000,156.000,0.405,0.95,1000000
78,2,70.906,0.548,0.180,144.000,118.000,0.550,0.95,1000000
79,2,71.841,0.529,0.185,142.000,120.000,0.542,0.95,1000000
80,2,71.863,0.529,0.185,142.000,120.000,0.542,0.95,1000000
81,2,71.466,0.531,0.185,141.000,121.000,0.538,0.95,1000000
82,2,75.551,0.458,0.186,120.000,142.000,0.458,0.95,1000000
83,2,75.551,0.458,0.186,120.000,142.000,0.458,0.95,1000000
84,2,90.486,0.333,0.187,101.000,161.000,0.385,0.95,1000000
85,2,90.486,0.333,0.187,101.000,161.000,0.385,0.95,1000000
86,2,90.473,0.333,0.187,101.000,161.000,0.385,0.95,1000000
87,2,90.473,0.333,0.188,101.000,161.000,0.385,0.95,1000000
88,2,90.473,0.333,0.188,101.000,161.000,0.385,0.95,1000000
89,2,90.459,0.333,0.188,101.000,161.000,0.385,0.95,1000000
90,2,90.581,0.333,0.189,103.000,159.000,0.393,0.95,1000000
91,2,90.581,0.333,0.190,103.000,159.000,0.393,0.95,1000000
92,2,90.493,0.333,0.190,103.000,159.000,0.393,0.95,1000000
93,2,90.204,0.333,0.190,103.000,159.000,0.393,0.95,1000000
94,2,90.204,0.333,0.191,103.000,159.000,0.393,0.95,1000000
95,2,90.204,0.333,0.191,103.000,159.000,0.393,0.95,1000000
96,2,90.207,0.333,0.192,103.000,159.000,0.393,0.95,1000000
97,2,90.207,0.333,0.192,103.000,159.000,0.393,0.95,1000000
98,2,88.939,0.331,0.192,100.000,162.000,0.382,0.95,1000000
99,2,88.939,0.331,0.192,100.000,162.000,0.382,0.95,1000000
100,2,88.886,0.331,0.193,100.000,162.000,0.382,0.95,1000000
1,6,73.677,0.343,0.014,105.000,157.000,0.401,0.95,1000000
2,6,75.270,0.343,0.015,102.000,160.000,0.389,0.95,1000000
3,6,75.270,0.343,0.016,102.000,160.000,0.389,0.95,1000000
4,6,76.207,0.343,0.017,102.000,160.000,0.389,0.95,1000000
5,6,73.398,0.347,0.138,103.000,159.000,0.393,0.95,1000000
6,6,79.316,0.343,0.139,101.000,161.000,0.385,0.95,1000000
7,6,79.316,0.343,0.140,101.000,161.000,0.385,0.95,1000000
8,6,78.962,0.343,0.141,101.000,161.000,0.385,0.95,1000000
9,6,78.962,0.343,0.142,101.000,161.000,0.385,0.95,1000000
10,6,78.962,0.343,0.199,101.000,161.000,0.385,0.95,1000000
11,6,80.806,0.333,0.200,100.000,162.000,0.382,0.95,1000000
12,6,80.806,0.333,0.202,100.000,162.000,0.382,0.95,1000000
13,6,81.574,0.333,0.202,100.000,162.000,0.382,0.95,1000000
14,6,81.574,0.333,0.203,100.000,162.000,0.382,0.95,1000000
15,6,80.654,0.333,0.204,100.000,162.000,0.382,0.95,1000000
16,6,77.093,0.333,0.205,101.000,161.000,0.385,0.95,1000000
17,6,77.093,0.333,0.205,101.000,161.000,0.385,0.95,1000000
18,6,71.802,0.347,0.206,103.000,159.000,0.393,0.95,1000000
19,6,73.742,0.347,0.206,102.000,160.000,0.389,0.95,1000000
20,6,73.742,0.347,0.206,102.000,160.000,0.389,0.95,1000000
21,6,84.941,0.335,0.207,100.000,162.000,0.382,0.95,1000000
22,6,84.941,0.335,0.207,100.000,162.000,0.382,0.95,1000000
23,6,84.941,0.335,0.208,100.000,162.000,0.382,0.95,1000000
24,6,78.392,0.353,0.209,102.000,160.000,0.389,0.95,1000000
25,6,75.113,0.367,0.209,106.000,156.000,0.405,0.95,1000000
26,6,75.113,0.367,0.210,106.000,156.000,0.405,0.95,1000000
27,6,85.923,0.432,0.210,116.000,146.000,0.443,0.95,1000000
28,6,85.904,0.432,0.210,116.000,146.000,0.443,0.95,1000000
29,6,87.726,0.414,0.211,116.000,146.000,0.443,0.95,1000000
30,6,87.726,0.414,0.211,116.000,146.000,0.443,0.95,1000000
31,6,87.726,0.414,0.212,116.000,146.000,0.443,0.95,1000000
32,6,87.726,0.414,0.212,116.000,146.000,0.443,0.95,1000000
33,6,87.453,0.414,0.212,116.000,146.000,0.443,0.95,1000000
34,6,82.360,0.428,0.213,117.000,145.000,0.447,0.95,1000000
35,6,82.360,0.428,0.213,117.000,145.000,0.447,0.95,1000000
36,6,90.294,0.345,0.213,101.000,161.000,0.385,0.95,1000000
37,6,90.294,0.345,0.214,101.000,161.000,0.385,0.95,1000000
38,6,90.294,0.345,0.214,101.000,161.000,0.385,0.95,1000000
39,6,90.294,0.345,0.215,101.000,161.000,0.385,0.95,1000000
40,6,90.294,0.345,0.215,101.000,161.000,0.385,0.95,1000000
41,6,90.294,0.345,0.215,101.000,161.000,0.385,0.95,1000000
42,6,90.294,0.345,0.216,101.000,161.000,0.385,0.95,1000000
43,6,90.294,0.345,0.221,101.000,161.000,0.385,0.95,1000000
44,6,90.227,0.345,0.221,101.000,161.000,0.385,0.95,1000000
45,6,87.348,0.377,0.221,108.000,154.000,0.412,0.95,1000000
46,6,87.348,0.377,0.222,108.000,154.000,0.412,0.95,1000000
47,6,87.418,0.375,0.222,108.000,154.000,0.412,0.95,1000000
48,6,87.418,0.375,0.222,108.000,154.000,0.412,0.95,1000000
49,6,87.418,0.375,0.223,108.000,154.000,0.412,0.95,1000000
50,6,87.418,0.375,0.223,108.000,154.000,0.412,0.95,1000000
51,6,87.418,0.375,0.223,108.000,154.000,0.412,0.95,1000000
52,6,90.961,0.339,0.225,102.000,160.000,0.389,0.95,1000000
53,6,87.686,0.339,0.225,102.000,160.000,0.389,0.95,1000000
54,6,87.686,0.339,0.226,102.000,160.000,0.389,0.95,1000000
55,6,87.686,0.339,0.226,102.000,160.000,0.389,0.95,1000000
56,6,100.968,0.337,0.226,102.000,160.000,0.389,0.95,1000000
57,6,97.057,0.339,0.227,102.000,160.000,0.389,0.95,1000000
58,6,97.056,0.339,0.317,102.000,160.000,0.389,0.95,1000000
59,6,97.088,0.339,0.317,102.000,160.000,0.389,0.95,1000000
60,6,97.764,0.333,0.319,100.000,162.000,0.382,0.95,1000000
61,6,97.764,0.333,0.319,100.000,162.000,0.382,0.95,1000000
62,6,90.500,0.333,0.320,100.000,162.000,0.382,0.95,1000000
63,6,90.500,0.333,0.320,100.000,162.000,0.382,0.95,1000000
64,6,90.500,0.333,0.320,100.000,162.000,0.382,0.95,1000000
65,6,90.508,0.333,0.321,100.000,162.000,0.382,0.95,1000000
66,6,89.928,0.333,0.321,100.000,162.000,0.382,0.95,1000000
67,6,89.875,0.333,0.321,100.000,162.000,0.382,0.95,1000000
68,6,87.567,0.333,0.322,100.000,162.000,0.382,0.95,1000000
69,6,87.567,0.333,0.322,100.000,162.000,0.382,0.95,1000000
70,6,87.566,0.333,0.322,100.000,162.000,0.382,0.95,1000000
71,6,87.566,0.333,0.323,100.000,162.000,0.382,0.95,1000000
72,6,87.565,0.333,0.323,100.000,162.000,0.382,0.95,1000000
73,6,87.564,0.333,0.324,100.000,162.000,0.382,0.95,1000000
74,6,90.130,0.333,0.324,100.000,162.000,0.382,0.95,1000000
75,6,94.581,0.333,0.324,100.000,162.000,0.382,0.95,1000000
76,6,94.581,0.333,0.325,100.000,162.000,0.382,0.95,1000000
77,6,96.507,0.333,0.325,100.000,162.000,0.382,0.95,1000000
78,6,96.507,0.333,0.325,100.000,162.000,0.382,0.95,1000000
79,6,96.507,0.333,0.326,100.000,162.000,0.382,0.95,1000000
80,6,96.783,0.333,0.326,100.000,162.000,0.382,0.95,1000000
81,6,96.783,0.333,0.326,100.000,162.000,0.382,0.95,1000000
82,6,96.783,0.333,0.327,100.000,162.000,0.382,0.95,1000000
83,6,96.783,0.333,0.328,100.000,162.000,0.382,0.95,1000000
84,6,96.783,0.333,0.328,100.000,162.000,0.382,0.95,1000000
85,6,96.783,0.333,0.328,100.000,162.000,0.382,0.95,1000000
86,6,96.788,0.333,0.329,100.000,162.000,0.382,0.95,1000000
87,6,96.933,0.331,0.329,100.000,162.000,0.382,0.95,1000000
88,6,96.924,0.331,0.330,100.000,162.000,0.382,0.95,1000000
89,6,96.922,0.331,0.330,100.000,162.000,0.382,0.95,1000000
90,6,96.974,0.331,0.333,100.000,162.000,0.382,0.95,1000000
91,6,96.839,0.333,0.334,100.000,162.000,0.382,0.95,1000000
92,6,96.847,0.333,0.334,100.000,162.000,0.382,0.95,1000000
93,6,96.850,0.333,0.334,100.000,162.000,0.382,0.95,1000000
94,6,96.850,0.333,0.335,100.000,162.000,0.382,0.95,1000000
95,6,96.837,0.333,0.335,100.000,162.000,0.382,0.95,1000000
96,6,96.835,0.333,0.335,100.000,162.000,0.382,0.95,1000000
97,6,96.835,0.333,0.336,100.000,162.000,0.382,0.95,1000000
98,6,96.835,0.333,0.339,100.000,162.000,0.382,0.95,1000000
99,6,96.835,0.333,0.339,100.000,162.000,0.382,0.95,1000000
100,6,102.660,0.333,0.340,100.000,162.000,0.382,0.95,1000000
