a,b,c,d,e,f,g,h,i,j
22,7,76.189,0.414,0.022,120.000,142.000,0.458,0.95,100
23,7,76.188,0.414,0.023,120.000,142.000,0.458,0.95,100
24,7,76.188,0.414,0.023,120.000,142.000,0.458,0.95,100
25,7,76.950,0.412,0.024,120.000,142.000,0.458,0.95,100
26,7,76.951,0.412,0.024,120.000,142.000,0.458,0.95,100
27,7,87.128,0.337,0.025,100.000,162.000,0.382,0.95,100
28,7,87.128,0.337,0.025,100.000,162.000,0.382,0.95,100
29,7,86.886,0.337,0.026,99.000,163.000,0.378,0.95,100
30,7,86.886,0.337,0.026,99.000,163.000,0.378,0.95,100
31,7,86.886,0.337,0.027,99.000,163.000,0.378,0.95,100
32,7,77.759,0.339,0.027,99.000,163.000,0.378,0.95,100
33,7,77.753,0.339,0.027,100.000,162.000,0.382,0.95,100
34,7,77.753,0.339,0.028,100.000,162.000,0.382,0.95,100
35,7,77.753,0.339,0.028,100.000,162.000,0.382,0.95,100
36,7,77.753,0.339,0.029,100.000,162.000,0.382,0.95,100
37,7,77.753,0.339,0.029,100.000,162.000,0.382,0.95,100
38,7,77.753,0.339,0.030,100.000,162.000,0.382,0.95,100
39,7,77.753,0.339,0.030,100.000,162.000,0.382,0.95,100
40,7,77.759,0.339,0.031,99.000,163.000,0.378,0.95,100
41,7,77.759,0.339,0.031,99.000,163.000,0.378,0.95,100
42,7,77.759,0.339,0.032,99.000,163.000,0.378,0.95,100
43,7,81.435,0.339,0.032,99.000,163.000,0.378,0.95,100
44,7,81.435,0.339,0.032,99.000,163.000,0.378,0.95,100
45,7,81.435,0.339,0.033,99.000,163.000,0.378,0.95,100
46,7,68.679,0.505,0.033,140.000,122.000,0.534,0.95,100
47,7,68.679,0.505,0.034,140.000,122.000,0.534,0.95,100
48,7,68.679,0.505,0.034,140.000,122.000,0.534,0.95,100
49,7,79.574,0.341,0.035,104.000,158.000,0.397,0.95,100
50,7,79.574,0.341,0.084,104.000,158.000,0.397,0.95,100
51,7,79.574,0.341,0.085,104.000,158.000,0.397,0.95,100
52,7,79.434,0.345,0.111,102.000,160.000,0.389,0.95,100
53,7,79.434,0.345,0.111,102.000,160.000,0.389,0.95,100
54,7,79.964,0.333,0.112,100.000,162.000,0.382,0.95,100
55,7,64.579,0.582,0.112,153.000,109.000,0.584,0.95,100
56,7,68.788,0.511,0.135,136.000,126.000,0.519,0.95,100
57,7,68.788,0.511,0.136,136.000,126.000,0.519,0.95,100
58,7,68.901,0.511,0.136,134.000,128.000,0.511,0.95,100
59,7,68.901,0.511,0.137,134.000,128.000,0.511,0.95,100
60,7,68.868,0.511,0.137,134.000,128.000,0.511,0.95,100
61,7,75.200,0.393,0.138,114.000,148.000,0.435,0.95,100
62,7,80.590,0.331,0.138,102.000,160.000,0.389,0.95,100
63,7,90.343,0.343,0.140,99.000,163.000,0.378,0.95,100
64,7,90.343,0.343,0.140,99.000,163.000,0.378,0.95,100
65,7,90.343,0.343,0.141,99.000,163.000,0.378,0.95,100
66,7,89.943,0.343,0.187,99.000,163.000,0.378,0.95,100
67,7,89.943,0.343,0.188,99.000,163.000,0.378,0.95,100
68,7,82.815,0.337,0.188,101.000,161.000,0.385,0.95,100
69,7,82.818,0.337,0.189,102.000,160.000,0.389,0.95,100
70,7,82.777,0.343,0.189,99.000,163.000,0.378,0.95,100
71,7,82.777,0.343,0.190,99.000,163.000,0.378,0.95,100
72,7,83.331,0.343,0.190,99.000,163.000,0.378,0.95,100
73,7,87.598,0.339,0.233,99.000,163.000,0.378,0.95,100
74,7,85.116,0.339,0.234,99.000,163.000,0.378,0.95,100
75,7,84.945,0.339,0.237,99.000,163.000,0.378,0.95,100
76,7,80.284,0.341,0.264,99.000,163.000,0.378,0.95,100
77,7,80.284,0.341,0.265,99.000,163.000,0.378,0.95,100
78,7,80.291,0.341,0.265,99.000,163.000,0.378,0.95,100
79,7,80.291,0.341,0.266,99.000,163.000,0.378,0.95,100
80,7,80.127,0.345,0.266,97.000,165.000,0.370,0.95,100
81,7,80.127,0.345,0.309,97.000,165.000,0.370,0.95,100
82,7,80.123,0.345,0.328,97.000,165.000,0.370,0.95,100
83,7,80.123,0.345,0.349,97.000,165.000,0.370,0.95,100
84,7,70.051,0.345,0.365,97.000,165.000,0.370,0.95,100
85,7,70.168,0.341,0.365,97.000,165.000,0.370,0.95,100
86,7,70.168,0.341,0.365,97.000,165.000,0.370,0.95,100
87,7,70.565,0.331,0.366,98.000,164.000,0.374,0.95,100
88,7,70.565,0.331,0.366,98.000,164.000,0.374,0.95,100
89,7,70.565,0.331,0.367,98.000,164.000,0.374,0.95,100
90,7,70.417,0.331,0.367,98.000,164.000,0.374,0.95,100
91,7,70.388,0.333,0.368,98.000,164.000,0.374,0.95,100
92,7,70.388,0.333,0.379,98.000,164.000,0.374,0.95,100
93,7,70.388,0.333,0.379,98.000,164.000,0.374,0.95,100
94,7,70.388,0.333,0.380,98.000,164.000,0.374,0.95,100
95,7,70.389,0.333,0.380,98.000,164.000,0.374,0.95,100
96,7,70.389,0.333,0.381,98.000,164.000,0.374,0.95,100
97,7,70.389,0.333,0.381,98.000,164.000,0.374,0.95,100
98,7,70.389,0.333,0.381,98.000,164.000,0.374,0.95,100
99,7,68.785,0.333,0.382,98.000,164.000,0.374,0.95,100
100,7,68.785,0.333,0.382,98.000,164.000,0.374,0.95,100
1,5,88.164,0.333,0.014,100.000,162.000,0.382,0.95,100
2,5,88.164,0.333,0.016,100.000,162.000,0.382,0.95,100
3,5,88.164,0.333,0.017,100.000,162.000,0.382,0.95,100
4,5,88.164,0.333,0.018,100.000,162.000,0.382,0.95,100
5,5,88.164,0.333,0.019,100.000,162.000,0.382,0.95,100
6,5,88.164,0.333,0.020,100.000,162.000,0.382,0.95,100
7,5,88.172,0.333,0.021,100.000,162.000,0.382,0.95,100
8,5,88.172,0.333,0.022,100.000,162.000,0.382,0.95,100
9,5,88.172,0.333,0.022,100.000,162.000,0.382,0.95,100
10,5,88.172,0.333,0.023,100.000,162.000,0.382,0.95,100
11,5,86.535,0.333,0.024,100.000,162.000,0.382,0.95,100
12,5,86.535,0.333,0.024,100.000,162.000,0.382,0.95,100
13,5,86.535,0.333,0.025,100.000,162.000,0.382,0.95,100
14,5,86.535,0.333,0.025,100.000,162.000,0.382,0.95,100
15,5,86.535,0.333,0.026,100.000,162.000,0.382,0.95,100
16,5,94.669,0.333,0.027,100.000,162.000,0.382,0.95,100
17,5,94.669,0.333,0.027,100.000,162.000,0.382,0.95,100
18,5,94.669,0.333,0.028,100.000,162.000,0.382,0.95,100
19,5,94.669,0.333,0.029,100.000,162.000,0.382,0.95,100
20,5,94.669,0.333,0.029,100.000,162.000,0.382,0.95,100
21,5,94.669,0.333,0.029,100.000,162.000,0.382,0.95,100
22,5,94.669,0.333,0.030,100.000,162.000,0.382,0.95,100
23,5,94.669,0.333,0.030,100.000,162.000,0.382,0.95,100
24,5,94.676,0.333,0.031,100.000,162.000,0.382,0.95,100
25,5,83.609,0.333,0.031,100.000,162.000,0.382,0.95,100
26,5,83.609,0.333,0.032,100.000,162.000,0.382,0.95,100
27,5,70.013,0.320,0.032,95.000,167.000,0.363,0.95,100
28,5,71.817,0.320,0.033,95.000,167.000,0.363,0.95,100
29,5,70.767,0.318,0.033,94.000,168.000,0.359,0.95,100
30,5,70.581,0.329,0.034,101.000,161.000,0.385,0.95,100
31,5,64.337,0.627,0.034,148.000,114.000,0.565,0.95,100
32,5,64.337,0.627,0.034,148.000,114.000,0.565,0.95,100
33,5,65.732,0.611,0.035,151.000,111.000,0.576,0.95,100
34,5,66.447,0.611,0.035,151.000,111.000,0.576,0.95,100
35,5,66.447,0.611,0.036,151.000,111.000,0.576,0.95,100
36,5,66.479,0.611,0.042,151.000,111.000,0.576,0.95,100
37,5,66.479,0.611,0.043,151.000,111.000,0.576,0.95,100
38,5,66.479,0.611,0.043,151.000,111.000,0.576,0.95,100
39,5,61.028,0.663,0.044,161.000,101.000,0.615,0.95,100
40,5,61.028,0.663,0.044,161.000,101.000,0.615,0.95,100
41,5,71.075,0.321,0.045,99.000,163.000,0.378,0.95,100
42,5,71.075,0.321,0.045,99.000,163.000,0.378,0.95,100
43,5,70.988,0.325,0.046,101.000,161.000,0.385,0.95,100
44,5,70.988,0.325,0.046,101.000,161.000,0.385,0.95,100
45,5,70.894,0.327,0.046,104.000,158.000,0.397,0.95,100
46,5,70.894,0.327,0.047,104.000,158.000,0.397,0.95,100
47,5,79.669,0.333,0.047,100.000,162.000,0.382,0.95,100
48,5,79.669,0.333,0.048,100.000,162.000,0.382,0.95,100
49,5,71.921,0.320,0.048,99.000,163.000,0.378,0.95,100
50,5,71.623,0.329,0.049,101.000,161.000,0.385,0.95,100
51,5,71.625,0.329,0.049,101.000,161.000,0.385,0.95,100
52,5,71.628,0.329,0.050,101.000,161.000,0.385,0.95,100
53,5,71.628,0.329,0.050,101.000,161.000,0.385,0.95,100
54,5,71.542,0.329,0.438,101.000,161.000,0.385,0.95,100
55,5,75.744,0.329,0.475,101.000,161.000,0.385,0.95,100
56,5,76.111,0.329,0.511,101.000,161.000,0.385,0.95,100
57,5,75.871,0.333,0.512,95.000,167.000,0.363,0.95,100
58,5,75.871,0.333,0.512,95.000,167.000,0.363,0.95,100
59,5,72.047,0.333,0.535,95.000,167.000,0.363,0.95,100
60,5,72.175,0.331,0.562,100.000,162.000,0.382,0.95,100
61,5,72.148,0.331,0.562,100.000,162.000,0.382,0.95,100
62,5,67.475,0.442,0.563,115.000,147.000,0.439,0.95,100
63,5,67.503,0.442,0.564,115.000,147.000,0.439,0.95,100
64,5,67.503,0.442,0.565,115.000,147.000,0.439,0.95,100
65,5,67.503,0.442,0.565,115.000,147.000,0.439,0.95,100
66,5,67.709,0.440,0.566,114.000,148.000,0.435,0.95,100
67,5,67.805,0.440,0.610,114.000,148.000,0.435,0.95,100
68,5,68.152,0.440,0.610,114.000,148.000,0.435,0.95,100
69,5,69.523,0.438,0.611,112.000,150.000,0.427,0.95,100
70,5,69.523,0.438,0.612,112.000,150.000,0.427,0.95,100
71,5,73.919,0.335,0.626,96.000,166.000,0.366,0.95,100
72,5,73.919,0.335,0.626,96.000,166.000,0.366,0.95,100
73,5,73.919,0.335,0.627,96.000,166.000,0.366,0.95,100
74,5,67.683,0.475,0.627,128.000,134.000,0.489,0.95,100
75,5,67.683,0.475,0.628,128.000,134.000,0.489,0.95,100
76,5,64.236,0.560,0.628,142.000,120.000,0.542,0.95,100
77,5,65.123,0.560,0.629,141.000,121.000,0.538,0.95,100
78,5,65.123,0.560,0.629,141.000,121.000,0.538,0.95,100
79,5,60.944,0.643,0.630,156.000,106.000,0.595,0.95,100
80,5,60.944,0.643,0.630,156.000,106.000,0.595,0.95,100
81,5,66.766,0.511,0.631,128.000,134.000,0.489,0.95,100
82,5,63.488,0.533,0.650,135.000,127.000,0.515,0.95,100
83,5,64.091,0.533,0.650,135.000,127.000,0.515,0.95,100
84,5,64.033,0.533,0.651,135.000,127.000,0.515,0.95,100
85,5,64.013,0.533,0.681,135.000,127.000,0.515,0.95,100
86,5,65.144,0.515,0.682,130.000,132.000,0.496,0.95,100
87,5,65.088,0.515,0.682,130.000,132.000,0.496,0.95,100
88,5,74.441,0.511,0.683,124.000,138.000,0.473,0.95,100
89,5,66.423,0.637,0.700,153.000,109.000,0.584,0.95,100
90,5,66.423,0.637,0.717,153.000,109.000,0.584,0.95,100
91,5,66.423,0.637,0.717,153.000,109.000,0.584,0.95,100
92,5,66.423,0.637,0.718,153.000,109.000,0.584,0.95,100
93,5,67.212,0.617,0.718,147.000,115.000,0.561,0.95,100
94,5,62.103,0.629,0.718,153.000,109.000,0.584,0.95,100
95,5,67.572,0.499,0.719,134.000,128.000,0.511,0.95,100
96,5,67.537,0.499,0.719,134.000,128.000,0.511,0.95,100
97,5,67.634,0.499,0.719,134.000,128.000,0.511,0.95,100
98,5,67.634,0.499,0.720,134.000,128.000,0.511,0.95,100
99,5,65.682,0.501,0.720,134.000,128.000,0.511,0.95,100
100,5,62.718,0.657,0.720,156.000,106.000,0.595,0.95,100
