a,b,c,d,e,f,g,h,i,j,k
31,9,54.964,0.688,1.204,168.000,94.000,0.641,200,75,50
32,9,54.964,0.688,1.204,168.000,94.000,0.641,200,75,50
33,9,54.964,0.688,1.205,168.000,94.000,0.641,200,75,50
34,9,54.964,0.688,1.205,168.000,94.000,0.641,200,75,50
35,9,54.964,0.688,1.206,168.000,94.000,0.641,200,75,50
36,9,54.964,0.688,1.206,168.000,94.000,0.641,200,75,50
37,9,54.964,0.688,1.207,168.000,94.000,0.641,200,75,50
38,9,54.964,0.688,1.207,168.000,94.000,0.641,200,75,50
39,9,54.964,0.688,1.385,168.000,94.000,0.641,200,75,50
40,9,54.963,0.688,1.385,168.000,94.000,0.641,200,75,50
41,9,54.963,0.688,1.386,168.000,94.000,0.641,200,75,50
42,9,54.963,0.688,1.386,168.000,94.000,0.641,200,75,50
43,9,54.963,0.688,1.387,168.000,94.000,0.641,200,75,50
44,9,54.963,0.688,1.387,168.000,94.000,0.641,200,75,50
45,9,54.963,0.688,1.388,168.000,94.000,0.641,200,75,50
46,9,54.943,0.688,1.388,168.000,94.000,0.641,200,75,50
47,9,54.940,0.688,1.389,168.000,94.000,0.641,200,75,50
48,9,54.940,0.688,1.389,168.000,94.000,0.641,200,75,50
49,9,54.940,0.688,1.389,168.000,94.000,0.641,200,75,50
50,9,54.940,0.688,1.390,168.000,94.000,0.641,200,75,50
51,9,54.940,0.688,1.390,168.000,94.000,0.641,200,75,50
52,9,54.940,0.688,1.390,168.000,94.000,0.641,200,75,50
53,9,54.534,0.688,1.391,168.000,94.000,0.641,200,75,50
54,9,54.534,0.688,1.391,168.000,94.000,0.641,200,75,50
55,9,54.534,0.688,1.591,168.000,94.000,0.641,200,75,50
56,9,54.534,0.688,1.592,168.000,94.000,0.641,200,75,50
57,9,54.534,0.688,1.592,168.000,94.000,0.641,200,75,50
58,9,54.534,0.688,1.592,168.000,94.000,0.641,200,75,50
59,9,54.534,0.688,1.593,168.000,94.000,0.641,200,75,50
60,9,54.534,0.688,1.593,168.000,94.000,0.641,200,75,50
61,9,54.495,0.688,1.593,168.000,94.000,0.641,200,75,50
62,9,53.895,0.702,1.594,163.000,99.000,0.622,200,75,50
63,9,53.895,0.702,1.594,163.000,99.000,0.622,200,75,50
64,9,53.895,0.702,1.594,163.000,99.000,0.622,200,75,50
65,9,53.519,0.714,1.595,167.000,95.000,0.637,200,75,50
66,9,53.519,0.714,1.595,167.000,95.000,0.637,200,75,50
67,9,53.519,0.714,1.595,167.000,95.000,0.637,200,75,50
68,9,53.356,0.720,1.596,167.000,95.000,0.637,200,75,50
69,9,53.356,0.720,1.596,167.000,95.000,0.637,200,75,50
70,9,52.453,0.698,1.596,165.000,97.000,0.630,200,75,50
71,9,52.453,0.698,1.597,165.000,97.000,0.630,200,75,50
72,9,52.453,0.698,1.597,165.000,97.000,0.630,200,75,50
73,9,52.453,0.698,1.597,165.000,97.000,0.630,200,75,50
74,9,52.444,0.698,1.598,165.000,97.000,0.630,200,75,50
75,9,52.444,0.698,1.598,165.000,97.000,0.630,200,75,50
76,9,52.439,0.698,1.598,165.000,97.000,0.630,200,75,50
77,9,52.385,0.698,1.598,165.000,97.000,0.630,200,75,50
78,9,52.376,0.698,1.599,165.000,97.000,0.630,200,75,50
79,9,52.376,0.698,1.599,165.000,97.000,0.630,200,75,50
80,9,52.376,0.698,1.599,165.000,97.000,0.630,200,75,50
81,9,52.376,0.698,1.600,165.000,97.000,0.630,200,75,50
82,9,52.254,0.708,1.600,167.000,95.000,0.637,200,75,50
83,9,51.396,0.724,1.600,165.000,97.000,0.630,200,75,50
84,9,51.387,0.726,1.601,165.000,97.000,0.630,200,75,50
85,9,51.387,0.726,1.601,165.000,97.000,0.630,200,75,50
86,9,51.387,0.726,1.602,165.000,97.000,0.630,200,75,50
87,9,51.387,0.726,1.602,165.000,97.000,0.630,200,75,50
88,9,51.387,0.726,1.602,165.000,97.000,0.630,200,75,50
89,9,51.387,0.726,1.603,165.000,97.000,0.630,200,75,50
90,9,51.387,0.726,1.603,165.000,97.000,0.630,200,75,50
91,9,51.387,0.726,1.603,165.000,97.000,0.630,200,75,50
92,9,51.387,0.726,1.604,165.000,97.000,0.630,200,75,50
93,9,51.387,0.726,1.604,165.000,97.000,0.630,200,75,50
94,9,51.387,0.726,1.604,165.000,97.000,0.630,200,75,50
95,9,51.387,0.726,1.803,165.000,97.000,0.630,200,75,50
96,9,51.387,0.726,1.804,165.000,97.000,0.630,200,75,50
97,9,51.387,0.726,1.804,165.000,97.000,0.630,200,75,50
98,9,51.387,0.726,1.804,165.000,97.000,0.630,200,75,50
99,9,51.387,0.726,1.805,165.000,97.000,0.630,200,75,50
100,9,51.387,0.726,1.805,165.000,97.000,0.630,200,75,50
1,4,68.204,0.432,0.001,112.000,150.000,0.427,100,25,10
2,4,68.204,0.432,0.019,112.000,150.000,0.427,100,25,10
3,4,68.204,0.432,0.021,112.000,150.000,0.427,100,25,10
4,4,68.204,0.432,0.219,112.000,150.000,0.427,100,25,10
5,4,68.204,0.432,0.381,112.000,150.000,0.427,100,25,10
6,4,68.204,0.432,0.571,112.000,150.000,0.427,100,25,10
7,4,68.204,0.432,0.632,112.000,150.000,0.427,100,25,10
8,4,68.204,0.432,0.691,112.000,150.000,0.427,100,25,10
9,4,68.204,0.432,0.692,112.000,150.000,0.427,100,25,10
10,4,68.204,0.432,0.734,112.000,150.000,0.427,100,25,10
11,4,68.204,0.432,0.734,112.000,150.000,0.427,100,25,10
12,4,64.616,0.430,0.735,114.000,148.000,0.435,100,25,10
13,4,64.616,0.430,0.735,114.000,148.000,0.435,100,25,10
14,4,64.616,0.430,0.736,114.000,148.000,0.435,100,25,10
15,4,64.130,0.448,0.736,111.000,151.000,0.424,100,25,10
16,4,64.130,0.448,0.737,111.000,151.000,0.424,100,25,10
17,4,59.188,0.637,0.737,157.000,105.000,0.599,100,25,10
18,4,59.153,0.637,0.738,157.000,105.000,0.599,100,25,10
19,4,55.393,0.645,0.850,158.000,104.000,0.603,100,25,10
20,4,55.393,0.645,0.850,158.000,104.000,0.603,100,25,10
21,4,55.393,0.645,0.851,158.000,104.000,0.603,100,25,10
22,4,55.393,0.645,0.851,158.000,104.000,0.603,100,25,10
23,4,54.934,0.649,0.852,159.000,103.000,0.607,100,25,10
24,4,54.934,0.649,0.852,159.000,103.000,0.607,100,25,10
25,4,54.887,0.653,0.853,160.000,102.000,0.611,100,25,10
26,4,54.887,0.653,0.853,160.000,102.000,0.611,100,25,10
27,4,54.887,0.653,0.854,160.000,102.000,0.611,100,25,10
28,4,54.886,0.653,0.854,160.000,102.000,0.611,100,25,10
29,4,54.886,0.653,0.855,160.000,102.000,0.611,100,25,10
30,4,54.886,0.653,0.855,160.000,102.000,0.611,100,25,10
31,4,52.434,0.667,0.856,162.000,100.000,0.618,100,25,10
32,4,52.434,0.667,0.857,162.000,100.000,0.618,100,25,10
33,4,52.434,0.667,0.858,162.000,100.000,0.618,100,25,10
34,4,52.434,0.667,0.858,162.000,100.000,0.618,100,25,10
35,4,52.397,0.667,0.859,162.000,100.000,0.618,100,25,10
36,4,52.397,0.667,0.859,162.000,100.000,0.618,100,25,10
37,4,52.386,0.667,0.860,162.000,100.000,0.618,100,25,10
38,4,52.386,0.667,0.860,162.000,100.000,0.618,100,25,10
39,4,52.386,0.667,0.861,162.000,100.000,0.618,100,25,10
40,4,52.386,0.667,0.862,162.000,100.000,0.618,100,25,10
41,4,52.386,0.667,0.862,162.000,100.000,0.618,100,25,10
42,4,52.384,0.667,0.863,162.000,100.000,0.618,100,25,10
43,4,52.384,0.667,0.863,162.000,100.000,0.618,100,25,10
44,4,52.384,0.667,0.863,162.000,100.000,0.618,100,25,10
45,4,52.384,0.667,1.023,162.000,100.000,0.618,100,25,10
46,4,52.384,0.667,1.023,162.000,100.000,0.618,100,25,10
47,4,51.917,0.667,1.023,162.000,100.000,0.618,100,25,10
48,4,51.917,0.667,1.023,162.000,100.000,0.618,100,25,10
49,4,51.917,0.667,1.024,162.000,100.000,0.618,100,25,10
50,4,51.917,0.667,1.024,162.000,100.000,0.618,100,25,10
51,4,51.917,0.667,1.024,162.000,100.000,0.618,100,25,10
52,4,51.917,0.667,1.025,162.000,100.000,0.618,100,25,10
53,4,51.917,0.667,1.025,162.000,100.000,0.618,100,25,10
54,4,51.917,0.667,1.025,162.000,100.000,0.618,100,25,10
55,4,51.917,0.667,1.026,162.000,100.000,0.618,100,25,10
56,4,51.917,0.667,1.026,162.000,100.000,0.618,100,25,10
57,4,51.917,0.667,1.026,162.000,100.000,0.618,100,25,10
58,4,51.917,0.667,1.027,162.000,100.000,0.618,100,25,10
59,4,51.917,0.667,1.027,162.000,100.000,0.618,100,25,10
60,4,51.917,0.667,1.027,162.000,100.000,0.618,100,25,10
61,4,51.917,0.667,1.028,162.000,100.000,0.618,100,25,10
62,4,51.917,0.667,1.028,162.000,100.000,0.618,100,25,10
63,4,51.917,0.667,1.028,162.000,100.000,0.618,100,25,10
64,4,51.917,0.667,1.029,162.000,100.000,0.618,100,25,10
65,4,51.917,0.667,1.029,162.000,100.000,0.618,100,25,10
66,4,51.917,0.667,1.029,162.000,100.000,0.618,100,25,10
67,4,51.917,0.667,1.030,162.000,100.000,0.618,100,25,10
68,4,51.917,0.667,1.030,162.000,100.000,0.618,100,25,10
69,4,51.917,0.667,1.030,162.000,100.000,0.618,100,25,10
70,4,51.917,0.667,1.031,162.000,100.000,0.618,100,25,10
71,4,51.917,0.667,1.031,162.000,100.000,0.618,100,25,10
72,4,51.917,0.667,1.031,162.000,100.000,0.618,100,25,10
73,4,51.917,0.667,1.032,162.000,100.000,0.618,100,25,10
74,4,51.917,0.667,1.032,162.000,100.000,0.618,100,25,10
75,4,51.877,0.667,1.032,162.000,100.000,0.618,100,25,10
76,4,51.877,0.667,1.033,162.000,100.000,0.618,100,25,10
77,4,51.877,0.667,1.033,162.000,100.000,0.618,100,25,10
78,4,51.877,0.667,1.033,162.000,100.000,0.618,100,25,10
79,4,51.877,0.667,1.034,162.000,100.000,0.618,100,25,10
80,4,51.877,0.667,1.034,162.000,100.000,0.618,100,25,10
81,4,51.877,0.667,1.034,162.000,100.000,0.618,100,25,10
82,4,51.877,0.667,1.035,162.000,100.000,0.618,100,25,10
83,4,51.877,0.667,1.035,162.000,100.000,0.618,100,25,10
84,4,51.877,0.667,1.035,162.000,100.000,0.618,100,25,10
85,4,51.877,0.667,1.036,162.000,100.000,0.618,100,25,10
86,4,51.877,0.667,1.036,162.000,100.000,0.618,100,25,10
87,4,51.877,0.667,1.036,162.000,100.000,0.618,100,25,10
88,4,51.877,0.667,1.037,162.000,100.000,0.618,100,25,10
89,4,51.877,0.667,1.038,162.000,100.000,0.618,100,25,10
90,4,51.877,0.667,1.038,162.000,100.000,0.618,100,25,10
91,4,51.877,0.667,1.038,162.000,100.000,0.618,100,25,10
92,4,51.780,0.667,1.038,162.000,100.000,0.618,100,25,10
93,4,51.780,0.667,1.039,162.000,100.000,0.618,100,25,10
94,4,51.780,0.667,1.039,162.000,100.000,0.618,100,25,10
95,4,51.780,0.667,1.280,162.000,100.000,0.618,100,25,10
96,4,51.780,0.667,1.280,162.000,100.000,0.618,100,25,10
97,4,51.780,0.667,1.281,162.000,100.000,0.618,100,25,10
98,4,51.780,0.667,1.281,162.000,100.000,0.618,100,25,10
99,4,51.780,0.667,1.283,162.000,100.000,0.618,100,25,10
100,4,51.780,0.667,1.283,162.000,100.000,0.618,100,25,10
1,1,74.864,0.369,0.181,101.000,161.000,0.385,500,150,100
2,1,74.864,0.369,0.182,101.000,161.000,0.385,500,150,100
3,1,74.864,0.369,0.221,101.000,161.000,0.385,500,150,100
4,1,74.864,0.369,0.223,101.000,161.000,0.385,500,150,100
5,1,74.864,0.369,0.303,101.000,161.000,0.385,500,150,100
6,1,74.836,0.369,0.473,101.000,161.000,0.385,500,150,100
7,1,66.823,0.371,0.559,101.000,161.000,0.385,500,150,100
8,1,66.823,0.371,0.561,101.000,161.000,0.385,500,150,100
9,1,66.823,0.371,0.596,101.000,161.000,0.385,500,150,100
10,1,66.823,0.371,0.597,101.000,161.000,0.385,500,150,100
11,1,64.564,0.452,0.725,119.000,143.000,0.454,500,150,100
12,1,64.564,0.452,0.875,119.000,143.000,0.454,500,150,100
13,1,64.564,0.452,0.875,119.000,143.000,0.454,500,150,100
14,1,64.564,0.452,0.876,119.000,143.000,0.454,500,150,100
15,1,64.564,0.452,0.877,119.000,143.000,0.454,500,150,100
16,1,64.564,0.452,0.877,119.000,143.000,0.454,500,150,100
17,1,64.564,0.452,0.878,119.000,143.000,0.454,500,150,100
18,1,64.108,0.452,0.879,119.000,143.000,0.454,500,150,100
19,1,64.108,0.452,0.880,119.000,143.000,0.454,500,150,100
20,1,64.094,0.452,1.023,119.000,143.000,0.454,500,150,100
21,1,64.094,0.452,1.024,119.000,143.000,0.454,500,150,100
22,1,64.094,0.452,1.024,119.000,143.000,0.454,500,150,100
23,1,63.752,0.452,1.025,119.000,143.000,0.454,500,150,100
24,1,63.752,0.452,1.025,119.000,143.000,0.454,500,150,100
25,1,63.741,0.452,1.026,119.000,143.000,0.454,500,150,100
26,1,63.741,0.452,1.026,119.000,143.000,0.454,500,150,100
27,1,63.680,0.452,1.027,119.000,143.000,0.454,500,150,100
28,1,63.676,0.452,1.027,119.000,143.000,0.454,500,150,100
29,1,60.724,0.556,1.028,147.000,115.000,0.561,500,150,100
30,1,60.724,0.556,1.028,147.000,115.000,0.561,500,150,100
31,1,60.724,0.556,1.029,147.000,115.000,0.561,500,150,100
32,1,60.724,0.556,1.029,147.000,115.000,0.561,500,150,100
33,1,60.724,0.556,1.030,147.000,115.000,0.561,500,150,100
34,1,60.724,0.556,1.030,147.000,115.000,0.561,500,150,100
35,1,60.724,0.556,1.031,147.000,115.000,0.561,500,150,100
36,1,60.724,0.556,1.031,147.000,115.000,0.561,500,150,100
37,1,56.321,0.671,1.032,160.000,102.000,0.611,500,150,100
38,1,56.306,0.673,1.032,160.000,102.000,0.611,500,150,100
39,1,56.157,0.673,1.033,160.000,102.000,0.611,500,150,100
40,1,56.157,0.673,1.033,160.000,102.000,0.611,500,150,100
41,1,56.157,0.673,1.034,160.000,102.000,0.611,500,150,100
42,1,56.157,0.673,1.034,160.000,102.000,0.611,500,150,100
43,1,56.157,0.673,1.035,160.000,102.000,0.611,500,150,100
44,1,55.930,0.673,1.035,160.000,102.000,0.611,500,150,100
45,1,55.930,0.673,1.036,160.000,102.000,0.611,500,150,100
46,1,55.930,0.673,1.036,160.000,102.000,0.611,500,150,100
47,1,55.930,0.673,1.036,160.000,102.000,0.611,500,150,100
48,1,55.923,0.673,1.037,160.000,102.000,0.611,500,150,100
49,1,55.923,0.673,1.037,160.000,102.000,0.611,500,150,100
50,1,55.923,0.673,1.037,160.000,102.000,0.611,500,150,100
51,1,55.923,0.673,1.048,160.000,102.000,0.611,500,150,100
52,1,55.923,0.673,1.048,160.000,102.000,0.611,500,150,100
53,1,55.923,0.673,1.049,160.000,102.000,0.611,500,150,100
54,1,55.923,0.673,1.049,160.000,102.000,0.611,500,150,100
55,1,55.781,0.673,1.049,160.000,102.000,0.611,500,150,100
56,1,55.781,0.673,1.050,160.000,102.000,0.611,500,150,100
57,1,55.781,0.673,1.050,160.000,102.000,0.611,500,150,100
58,1,55.781,0.673,1.151,160.000,102.000,0.611,500,150,100
59,1,55.781,0.673,1.178,160.000,102.000,0.611,500,150,100
60,1,55.506,0.673,1.178,159.000,103.000,0.607,500,150,100
61,1,55.506,0.673,1.179,159.000,103.000,0.607,500,150,100
62,1,55.506,0.673,1.179,159.000,103.000,0.607,500,150,100
63,1,55.506,0.673,1.179,159.000,103.000,0.607,500,150,100
64,1,55.495,0.673,1.180,159.000,103.000,0.607,500,150,100
65,1,55.249,0.673,1.180,159.000,103.000,0.607,500,150,100
66,1,55.249,0.673,1.180,159.000,103.000,0.607,500,150,100
67,1,55.249,0.673,1.180,159.000,103.000,0.607,500,150,100
68,1,55.249,0.673,1.181,159.000,103.000,0.607,500,150,100
69,1,55.249,0.673,1.181,159.000,103.000,0.607,500,150,100
70,1,55.249,0.673,1.181,159.000,103.000,0.607,500,150,100
71,1,55.249,0.673,1.182,159.000,103.000,0.607,500,150,100
72,1,55.249,0.673,1.370,159.000,103.000,0.607,500,150,100
73,1,55.249,0.673,1.370,159.000,103.000,0.607,500,150,100
74,1,55.249,0.673,1.371,159.000,103.000,0.607,500,150,100
75,1,55.249,0.673,1.371,159.000,103.000,0.607,500,150,100
76,1,55.249,0.673,1.371,159.000,103.000,0.607,500,150,100
77,1,55.249,0.673,1.371,159.000,103.000,0.607,500,150,100
78,1,55.249,0.673,1.372,159.000,103.000,0.607,500,150,100
79,1,55.249,0.673,1.372,159.000,103.000,0.607,500,150,100
80,1,55.249,0.673,1.372,159.000,103.000,0.607,500,150,100
81,1,55.249,0.673,1.373,159.000,103.000,0.607,500,150,100
82,1,55.249,0.673,1.373,159.000,103.000,0.607,500,150,100
83,1,55.057,0.680,1.373,159.000,103.000,0.607,500,150,100
84,1,55.057,0.680,1.374,159.000,103.000,0.607,500,150,100
85,1,55.057,0.680,1.374,159.000,103.000,0.607,500,150,100
86,1,55.057,0.680,1.374,159.000,103.000,0.607,500,150,100
87,1,55.057,0.680,1.375,159.000,103.000,0.607,500,150,100
88,1,55.057,0.680,1.375,159.000,103.000,0.607,500,150,100
89,1,55.057,0.680,1.496,159.000,103.000,0.607,500,150,100
90,1,55.057,0.680,1.497,159.000,103.000,0.607,500,150,100
91,1,55.057,0.680,1.497,159.000,103.000,0.607,500,150,100
92,1,55.057,0.680,1.497,159.000,103.000,0.607,500,150,100
93,1,55.057,0.680,1.498,159.000,103.000,0.607,500,150,100
94,1,55.057,0.680,1.498,159.000,103.000,0.607,500,150,100
95,1,55.057,0.680,1.498,159.000,103.000,0.607,500,150,100
96,1,55.057,0.680,1.499,159.000,103.000,0.607,500,150,100
97,1,55.057,0.680,1.499,159.000,103.000,0.607,500,150,100
98,1,55.057,0.680,1.499,159.000,103.000,0.607,500,150,100
99,1,55.057,0.680,1.500,159.000,103.000,0.607,500,150,100
100,1,55.057,0.680,1.500,159.000,103.000,0.607,500,150,100
1,5,63.775,0.381,0.001,101.000,161.000,0.385,200,125,60
2,5,59.296,0.667,0.002,162.000,100.000,0.618,200,125,60
3,5,59.296,0.667,0.004,162.000,100.000,0.618,200,125,60
4,5,59.296,0.667,0.114,162.000,100.000,0.618,200,125,60
5,5,59.296,0.667,0.116,162.000,100.000,0.618,200,125,60
6,5,59.296,0.667,0.662,162.000,100.000,0.618,200,125,60
7,5,59.296,0.667,0.732,162.000,100.000,0.618,200,125,60
8,5,59.296,0.667,0.795,162.000,100.000,0.618,200,125,60
9,5,59.296,0.667,0.956,162.000,100.000,0.618,200,125,60
10,5,59.296,0.667,0.957,162.000,100.000,0.618,200,125,60
11,5,59.281,0.667,1.048,162.000,100.000,0.618,200,125,60
12,5,57.280,0.667,1.132,162.000,100.000,0.618,200,125,60
13,5,57.280,0.667,1.448,162.000,100.000,0.618,200,125,60
14,5,57.280,0.667,1.448,162.000,100.000,0.618,200,125,60
15,5,57.280,0.667,1.449,162.000,100.000,0.618,200,125,60
16,5,57.280,0.667,1.449,162.000,100.000,0.618,200,125,60
17,5,57.280,0.667,1.477,162.000,100.000,0.618,200,125,60
18,5,56.815,0.667,1.477,162.000,100.000,0.618,200,125,60
19,5,56.815,0.667,1.478,162.000,100.000,0.618,200,125,60
20,5,56.815,0.667,1.478,162.000,100.000,0.618,200,125,60
21,5,56.815,0.667,1.479,162.000,100.000,0.618,200,125,60
22,5,56.815,0.667,1.480,162.000,100.000,0.618,200,125,60
23,5,56.815,0.667,1.480,162.000,100.000,0.618,200,125,60
24,5,56.815,0.667,1.482,162.000,100.000,0.618,200,125,60
25,5,56.815,0.667,1.482,162.000,100.000,0.618,200,125,60
26,5,56.812,0.667,1.483,162.000,100.000,0.618,200,125,60
27,5,56.812,0.667,1.483,162.000,100.000,0.618,200,125,60
28,5,56.793,0.667,1.484,162.000,100.000,0.618,200,125,60
29,5,56.793,0.667,1.484,162.000,100.000,0.618,200,125,60
30,5,56.793,0.667,1.485,162.000,100.000,0.618,200,125,60
31,5,56.793,0.667,1.558,162.000,100.000,0.618,200,125,60
32,5,56.793,0.667,1.558,162.000,100.000,0.618,200,125,60
33,5,56.793,0.667,1.558,162.000,100.000,0.618,200,125,60
34,5,56.793,0.667,1.559,162.000,100.000,0.618,200,125,60
35,5,56.793,0.667,1.559,162.000,100.000,0.618,200,125,60
36,5,56.793,0.667,1.560,162.000,100.000,0.618,200,125,60
37,5,56.790,0.667,1.560,162.000,100.000,0.618,200,125,60
38,5,56.790,0.667,1.561,162.000,100.000,0.618,200,125,60
39,5,56.790,0.667,1.562,162.000,100.000,0.618,200,125,60
40,5,56.737,0.667,1.562,162.000,100.000,0.618,200,125,60
41,5,56.440,0.667,1.563,162.000,100.000,0.618,200,125,60
42,5,56.440,0.667,1.563,162.000,100.000,0.618,200,125,60
43,5,56.440,0.667,1.750,162.000,100.000,0.618,200,125,60
44,5,56.440,0.667,1.751,162.000,100.000,0.618,200,125,60
45,5,56.433,0.667,1.751,162.000,100.000,0.618,200,125,60
46,5,56.433,0.667,1.752,162.000,100.000,0.618,200,125,60
47,5,56.016,0.667,1.752,162.000,100.000,0.618,200,125,60
48,5,56.016,0.667,1.753,162.000,100.000,0.618,200,125,60
49,5,56.016,0.667,1.753,162.000,100.000,0.618,200,125,60
50,5,56.016,0.667,1.754,162.000,100.000,0.618,200,125,60
51,5,56.016,0.667,1.754,162.000,100.000,0.618,200,125,60
52,5,56.016,0.667,1.754,162.000,100.000,0.618,200,125,60
53,5,56.016,0.667,1.755,162.000,100.000,0.618,200,125,60
54,5,56.016,0.667,1.755,162.000,100.000,0.618,200,125,60
55,5,56.016,0.667,1.755,162.000,100.000,0.618,200,125,60
56,5,56.016,0.667,1.756,162.000,100.000,0.618,200,125,60
57,5,56.016,0.667,1.756,162.000,100.000,0.618,200,125,60
58,5,56.016,0.667,1.756,162.000,100.000,0.618,200,125,60
59,5,56.016,0.667,1.757,162.000,100.000,0.618,200,125,60
60,5,56.014,0.667,1.757,162.000,100.000,0.618,200,125,60
61,5,56.014,0.667,1.757,162.000,100.000,0.618,200,125,60
62,5,56.014,0.667,1.758,162.000,100.000,0.618,200,125,60
63,5,56.014,0.667,1.758,162.000,100.000,0.618,200,125,60
64,5,56.014,0.667,1.758,162.000,100.000,0.618,200,125,60
65,5,56.014,0.667,1.759,162.000,100.000,0.618,200,125,60
66,5,56.014,0.667,1.865,162.000,100.000,0.618,200,125,60
67,5,56.014,0.667,1.865,162.000,100.000,0.618,200,125,60
68,5,56.004,0.667,1.866,162.000,100.000,0.618,200,125,60
69,5,56.004,0.667,1.866,162.000,100.000,0.618,200,125,60
70,5,56.004,0.667,1.866,162.000,100.000,0.618,200,125,60
71,5,56.004,0.667,1.867,162.000,100.000,0.618,200,125,60
72,5,56.004,0.667,1.867,162.000,100.000,0.618,200,125,60
73,5,56.004,0.667,1.867,162.000,100.000,0.618,200,125,60
74,5,56.004,0.667,1.868,162.000,100.000,0.618,200,125,60
75,5,56.004,0.667,1.868,162.000,100.000,0.618,200,125,60
76,5,56.004,0.667,1.868,162.000,100.000,0.618,200,125,60
77,5,56.004,0.667,1.869,162.000,100.000,0.618,200,125,60
78,5,56.004,0.667,1.869,162.000,100.000,0.618,200,125,60
79,5,56.004,0.667,1.869,162.000,100.000,0.618,200,125,60
80,5,56.004,0.667,1.870,162.000,100.000,0.618,200,125,60
81,5,55.912,0.667,1.870,162.000,100.000,0.618,200,125,60
82,5,55.912,0.667,1.870,162.000,100.000,0.618,200,125,60
83,5,55.912,0.667,1.871,162.000,100.000,0.618,200,125,60
84,5,55.912,0.667,1.871,162.000,100.000,0.618,200,125,60
85,5,55.912,0.667,1.871,162.000,100.000,0.618,200,125,60
86,5,55.912,0.667,1.872,162.000,100.000,0.618,200,125,60
87,5,55.912,0.667,1.872,162.000,100.000,0.618,200,125,60
88,5,55.912,0.667,1.872,162.000,100.000,0.618,200,125,60
89,5,55.818,0.669,1.873,161.000,101.000,0.615,200,125,60
90,5,55.818,0.669,1.873,161.000,101.000,0.615,200,125,60
91,5,55.818,0.669,1.873,161.000,101.000,0.615,200,125,60
92,5,55.818,0.669,1.874,161.000,101.000,0.615,200,125,60
93,5,55.818,0.669,1.874,161.000,101.000,0.615,200,125,60
94,5,55.818,0.669,1.874,161.000,101.000,0.615,200,125,60
95,5,55.818,0.669,1.875,161.000,101.000,0.615,200,125,60
96,5,55.052,0.669,1.875,161.000,101.000,0.615,200,125,60
97,5,55.052,0.669,1.875,161.000,101.000,0.615,200,125,60
98,5,55.052,0.669,1.876,161.000,101.000,0.615,200,125,60
99,5,55.052,0.669,1.876,161.000,101.000,0.615,200,125,60
100,5,55.024,0.669,1.876,161.000,101.000,0.615,200,125,60
1,5,69.893,0.465,0.181,137.000,125.000,0.523,100,25,10
2,5,69.893,0.465,0.182,137.000,125.000,0.523,100,25,10
3,5,69.881,0.465,0.200,137.000,125.000,0.523,100,25,10
4,5,69.881,0.465,0.202,137.000,125.000,0.523,100,25,10
5,5,69.881,0.465,0.289,137.000,125.000,0.523,100,25,10
6,5,67.971,0.329,0.465,103.000,159.000,0.393,100,25,10
7,5,67.971,0.329,0.466,103.000,159.000,0.393,100,25,10
8,5,67.971,0.329,0.499,103.000,159.000,0.393,100,25,10
9,5,67.971,0.329,0.583,103.000,159.000,0.393,100,25,10
10,5,67.971,0.329,0.585,103.000,159.000,0.393,100,25,10
11,5,67.889,0.329,0.624,103.000,159.000,0.393,100,25,10
12,5,67.889,0.329,0.688,103.000,159.000,0.393,100,25,10
13,5,65.745,0.321,1.014,108.000,154.000,0.412,100,25,10
14,5,64.131,0.357,1.015,111.000,151.000,0.424,100,25,10
15,5,64.131,0.357,1.015,111.000,151.000,0.424,100,25,10
16,5,63.504,0.408,1.016,127.000,135.000,0.485,100,25,10
17,5,62.729,0.475,1.016,137.000,125.000,0.523,100,25,10
18,5,62.727,0.475,1.017,137.000,125.000,0.523,100,25,10
