a,b,c,d,e,f,g,h,i,j,k
20,4,56.079,0.663,0.765,155.000,107.000,0.592,200,125,60
21,4,56.079,0.663,0.765,155.000,107.000,0.592,200,125,60
22,4,55.990,0.663,0.766,155.000,107.000,0.592,200,125,60
23,4,55.990,0.663,0.766,155.000,107.000,0.592,200,125,60
24,4,55.990,0.663,0.767,155.000,107.000,0.592,200,125,60
25,4,55.990,0.663,0.767,155.000,107.000,0.592,200,125,60
26,4,55.990,0.663,0.768,155.000,107.000,0.592,200,125,60
27,4,55.990,0.663,0.769,155.000,107.000,0.592,200,125,60
28,4,55.990,0.663,0.769,155.000,107.000,0.592,200,125,60
29,4,55.990,0.663,0.770,155.000,107.000,0.592,200,125,60
30,4,55.945,0.661,0.770,157.000,105.000,0.599,200,125,60
31,4,55.945,0.661,0.771,157.000,105.000,0.599,200,125,60
32,4,55.945,0.661,0.771,157.000,105.000,0.599,200,125,60
33,4,55.943,0.661,0.772,157.000,105.000,0.599,200,125,60
34,4,55.934,0.661,0.772,157.000,105.000,0.599,200,125,60
35,4,55.934,0.661,0.772,157.000,105.000,0.599,200,125,60
36,4,55.934,0.661,0.773,157.000,105.000,0.599,200,125,60
37,4,55.455,0.661,0.773,157.000,105.000,0.599,200,125,60
38,4,55.455,0.661,0.887,157.000,105.000,0.599,200,125,60
39,4,55.455,0.661,0.887,157.000,105.000,0.599,200,125,60
40,4,55.451,0.661,0.888,157.000,105.000,0.599,200,125,60
41,4,55.451,0.661,0.888,157.000,105.000,0.599,200,125,60
42,4,55.451,0.661,0.889,157.000,105.000,0.599,200,125,60
43,4,55.451,0.661,0.889,157.000,105.000,0.599,200,125,60
44,4,55.451,0.661,0.890,157.000,105.000,0.599,200,125,60
45,4,55.451,0.661,0.890,157.000,105.000,0.599,200,125,60
46,4,55.451,0.661,0.891,157.000,105.000,0.599,200,125,60
47,4,55.224,0.659,0.891,157.000,105.000,0.599,200,125,60
48,4,55.224,0.659,0.891,157.000,105.000,0.599,200,125,60
49,4,55.224,0.659,0.892,157.000,105.000,0.599,200,125,60
50,4,55.224,0.659,0.892,157.000,105.000,0.599,200,125,60
51,4,55.224,0.659,0.892,157.000,105.000,0.599,200,125,60
52,4,55.224,0.659,0.893,157.000,105.000,0.599,200,125,60
53,4,55.224,0.659,0.893,157.000,105.000,0.599,200,125,60
54,4,55.224,0.659,0.893,157.000,105.000,0.599,200,125,60
55,4,55.224,0.659,0.893,157.000,105.000,0.599,200,125,60
56,4,55.224,0.659,0.894,157.000,105.000,0.599,200,125,60
57,4,55.149,0.661,0.894,157.000,105.000,0.599,200,125,60
58,4,55.149,0.661,0.894,157.000,105.000,0.599,200,125,60
59,4,55.149,0.661,0.895,157.000,105.000,0.599,200,125,60
60,4,55.149,0.661,0.895,157.000,105.000,0.599,200,125,60
61,4,55.149,0.661,0.896,157.000,105.000,0.599,200,125,60
62,4,55.149,0.661,0.896,157.000,105.000,0.599,200,125,60
63,4,55.149,0.661,1.074,157.000,105.000,0.599,200,125,60
64,4,54.938,0.659,1.074,157.000,105.000,0.599,200,125,60
65,4,54.938,0.659,1.075,157.000,105.000,0.599,200,125,60
66,4,54.858,0.659,1.075,157.000,105.000,0.599,200,125,60
67,4,54.858,0.659,1.075,157.000,105.000,0.599,200,125,60
68,4,54.858,0.659,1.076,157.000,105.000,0.599,200,125,60
69,4,54.704,0.669,1.076,157.000,105.000,0.599,200,125,60
70,4,54.704,0.669,1.076,157.000,105.000,0.599,200,125,60
71,4,54.704,0.669,1.077,157.000,105.000,0.599,200,125,60
72,4,54.704,0.669,1.077,157.000,105.000,0.599,200,125,60
73,4,54.691,0.669,1.077,157.000,105.000,0.599,200,125,60
74,4,54.691,0.669,1.078,157.000,105.000,0.599,200,125,60
75,4,54.691,0.669,1.078,157.000,105.000,0.599,200,125,60
76,4,54.691,0.669,1.078,157.000,105.000,0.599,200,125,60
77,4,54.689,0.669,1.079,157.000,105.000,0.599,200,125,60
78,4,54.689,0.669,1.079,157.000,105.000,0.599,200,125,60
79,4,54.689,0.669,1.079,157.000,105.000,0.599,200,125,60
80,4,54.683,0.669,1.080,157.000,105.000,0.599,200,125,60
81,4,54.683,0.669,1.080,157.000,105.000,0.599,200,125,60
82,4,54.683,0.669,1.080,157.000,105.000,0.599,200,125,60
83,4,54.683,0.669,1.081,157.000,105.000,0.599,200,125,60
84,4,54.683,0.669,1.081,157.000,105.000,0.599,200,125,60
85,4,54.683,0.669,1.081,157.000,105.000,0.599,200,125,60
86,4,54.683,0.669,1.208,157.000,105.000,0.599,200,125,60
87,4,54.683,0.669,1.209,157.000,105.000,0.599,200,125,60
88,4,54.683,0.669,1.209,157.000,105.000,0.599,200,125,60
89,4,54.683,0.669,1.209,157.000,105.000,0.599,200,125,60
90,4,54.121,0.665,1.209,163.000,99.000,0.622,200,125,60
91,4,54.121,0.665,1.210,163.000,99.000,0.622,200,125,60
92,4,54.121,0.665,1.210,163.000,99.000,0.622,200,125,60
93,4,54.121,0.665,1.210,163.000,99.000,0.622,200,125,60
94,4,54.085,0.667,1.211,163.000,99.000,0.622,200,125,60
95,4,54.085,0.667,1.211,163.000,99.000,0.622,200,125,60
96,4,54.084,0.667,1.211,163.000,99.000,0.622,200,125,60
97,4,54.084,0.667,1.212,163.000,99.000,0.622,200,125,60
98,4,54.084,0.667,1.212,163.000,99.000,0.622,200,125,60
99,4,54.084,0.667,1.212,163.000,99.000,0.622,200,125,60
100,4,54.084,0.667,1.213,163.000,99.000,0.622,200,125,60
1,10,68.799,0.497,0.001,126.000,136.000,0.481,100,25,10
2,10,68.799,0.497,0.021,126.000,136.000,0.481,100,25,10
3,10,68.799,0.497,0.026,126.000,136.000,0.481,100,25,10
4,10,68.799,0.497,0.027,126.000,136.000,0.481,100,25,10
5,10,68.799,0.497,0.029,126.000,136.000,0.481,100,25,10
6,10,68.799,0.497,0.069,126.000,136.000,0.481,100,25,10
7,10,68.610,0.497,0.271,126.000,136.000,0.481,100,25,10
8,10,68.610,0.497,0.273,126.000,136.000,0.481,100,25,10
9,10,68.610,0.497,0.279,126.000,136.000,0.481,100,25,10
10,10,68.595,0.497,0.361,126.000,136.000,0.481,100,25,10
11,10,68.595,0.497,0.423,126.000,136.000,0.481,100,25,10
12,10,68.595,0.497,0.725,126.000,136.000,0.481,100,25,10
13,10,67.951,0.333,0.725,100.000,162.000,0.382,100,25,10
14,10,67.951,0.333,0.726,100.000,162.000,0.382,100,25,10
15,10,67.951,0.333,0.726,100.000,162.000,0.382,100,25,10
16,10,67.951,0.333,0.727,100.000,162.000,0.382,100,25,10
17,10,67.951,0.333,0.727,100.000,162.000,0.382,100,25,10
18,10,58.367,0.667,0.728,162.000,100.000,0.618,100,25,10
19,10,58.367,0.667,0.728,162.000,100.000,0.618,100,25,10
20,10,58.367,0.667,0.729,162.000,100.000,0.618,100,25,10
21,10,58.367,0.667,0.729,162.000,100.000,0.618,100,25,10
22,10,58.367,0.667,0.730,162.000,100.000,0.618,100,25,10
23,10,58.367,0.667,0.730,162.000,100.000,0.618,100,25,10
24,10,58.367,0.667,0.731,162.000,100.000,0.618,100,25,10
25,10,58.367,0.667,0.731,162.000,100.000,0.618,100,25,10
26,10,58.367,0.667,0.732,162.000,100.000,0.618,100,25,10
27,10,58.367,0.667,0.732,162.000,100.000,0.618,100,25,10
28,10,58.367,0.667,0.733,162.000,100.000,0.618,100,25,10
29,10,58.367,0.667,0.735,162.000,100.000,0.618,100,25,10
30,10,58.367,0.667,0.735,162.000,100.000,0.618,100,25,10
31,10,57.716,0.667,0.736,162.000,100.000,0.618,100,25,10
32,10,57.716,0.667,0.736,162.000,100.000,0.618,100,25,10
33,10,57.716,0.667,0.737,162.000,100.000,0.618,100,25,10
34,10,57.716,0.667,0.737,162.000,100.000,0.618,100,25,10
35,10,57.716,0.667,0.738,162.000,100.000,0.618,100,25,10
36,10,57.716,0.667,0.738,162.000,100.000,0.618,100,25,10
37,10,57.573,0.667,0.739,162.000,100.000,0.618,100,25,10
38,10,57.573,0.667,0.739,162.000,100.000,0.618,100,25,10
39,10,57.573,0.667,0.917,162.000,100.000,0.618,100,25,10
40,10,57.572,0.667,0.917,162.000,100.000,0.618,100,25,10
41,10,57.293,0.667,0.918,162.000,100.000,0.618,100,25,10
42,10,57.292,0.667,0.918,162.000,100.000,0.618,100,25,10
43,10,57.292,0.667,0.919,162.000,100.000,0.618,100,25,10
44,10,57.292,0.667,0.919,162.000,100.000,0.618,100,25,10
45,10,56.840,0.677,0.919,160.000,102.000,0.611,100,25,10
46,10,56.827,0.677,0.920,160.000,102.000,0.611,100,25,10
47,10,56.787,0.677,0.920,159.000,103.000,0.607,100,25,10
48,10,56.787,0.677,0.920,159.000,103.000,0.607,100,25,10
49,10,56.787,0.677,0.921,159.000,103.000,0.607,100,25,10
50,10,56.787,0.677,0.921,159.000,103.000,0.607,100,25,10
51,10,56.787,0.677,0.921,159.000,103.000,0.607,100,25,10
52,10,56.632,0.682,0.922,159.000,103.000,0.607,100,25,10
53,10,56.054,0.669,0.922,160.000,102.000,0.611,100,25,10
54,10,56.054,0.669,0.922,160.000,102.000,0.611,100,25,10
55,10,56.054,0.669,0.923,160.000,102.000,0.611,100,25,10
56,10,56.023,0.667,0.923,162.000,100.000,0.618,100,25,10
57,10,56.015,0.667,0.923,162.000,100.000,0.618,100,25,10
58,10,55.940,0.667,0.924,162.000,100.000,0.618,100,25,10
59,10,55.790,0.667,0.924,162.000,100.000,0.618,100,25,10
60,10,55.790,0.667,0.924,162.000,100.000,0.618,100,25,10
61,10,55.790,0.667,0.925,162.000,100.000,0.618,100,25,10
62,10,55.790,0.667,0.925,162.000,100.000,0.618,100,25,10
63,10,55.790,0.667,0.925,162.000,100.000,0.618,100,25,10
64,10,55.790,0.667,0.926,162.000,100.000,0.618,100,25,10
65,10,55.790,0.667,0.926,162.000,100.000,0.618,100,25,10
66,10,55.790,0.667,0.926,162.000,100.000,0.618,100,25,10
67,10,55.790,0.667,0.926,162.000,100.000,0.618,100,25,10
68,10,55.790,0.667,0.927,162.000,100.000,0.618,100,25,10
69,10,55.010,0.669,0.927,162.000,100.000,0.618,100,25,10
70,10,55.010,0.669,0.927,162.000,100.000,0.618,100,25,10
71,10,54.771,0.675,0.928,159.000,103.000,0.607,100,25,10
72,10,54.771,0.675,0.928,159.000,103.000,0.607,100,25,10
73,10,54.771,0.675,0.928,159.000,103.000,0.607,100,25,10
74,10,54.771,0.675,0.929,159.000,103.000,0.607,100,25,10
75,10,54.771,0.675,0.929,159.000,103.000,0.607,100,25,10
76,10,54.771,0.675,0.930,159.000,103.000,0.607,100,25,10
77,10,54.771,0.675,0.930,159.000,103.000,0.607,100,25,10
78,10,54.771,0.675,0.931,159.000,103.000,0.607,100,25,10
79,10,54.771,0.675,0.931,159.000,103.000,0.607,100,25,10
80,10,54.771,0.675,0.931,159.000,103.000,0.607,100,25,10
81,10,54.771,0.675,0.932,159.000,103.000,0.607,100,25,10
82,10,54.683,0.675,0.932,159.000,103.000,0.607,100,25,10
83,10,54.683,0.675,0.932,159.000,103.000,0.607,100,25,10
84,10,54.683,0.675,0.933,159.000,103.000,0.607,100,25,10
85,10,54.552,0.679,0.933,159.000,103.000,0.607,100,25,10
86,10,54.552,0.679,0.933,159.000,103.000,0.607,100,25,10
87,10,54.482,0.679,0.934,159.000,103.000,0.607,100,25,10
88,10,54.482,0.679,0.934,159.000,103.000,0.607,100,25,10
89,10,54.482,0.679,0.934,159.000,103.000,0.607,100,25,10
90,10,54.482,0.679,0.935,159.000,103.000,0.607,100,25,10
91,10,54.482,0.679,0.935,159.000,103.000,0.607,100,25,10
92,10,54.482,0.679,0.935,159.000,103.000,0.607,100,25,10
93,10,54.482,0.679,0.935,159.000,103.000,0.607,100,25,10
94,10,54.424,0.679,0.936,159.000,103.000,0.607,100,25,10
95,10,54.424,0.679,0.936,159.000,103.000,0.607,100,25,10
96,10,54.424,0.679,0.936,159.000,103.000,0.607,100,25,10
97,10,54.424,0.679,0.937,159.000,103.000,0.607,100,25,10
98,10,54.424,0.679,0.937,159.000,103.000,0.607,100,25,10
99,10,54.424,0.679,0.937,159.000,103.000,0.607,100,25,10
100,10,54.424,0.679,0.938,159.000,103.000,0.607,100,25,10
1,8,57.291,0.637,0.001,146.000,116.000,0.557,100,25,10
2,8,57.290,0.637,0.002,146.000,116.000,0.557,100,25,10
3,8,57.290,0.637,0.018,146.000,116.000,0.557,100,25,10
4,8,57.289,0.637,0.131,146.000,116.000,0.557,100,25,10
5,8,57.289,0.637,0.263,146.000,116.000,0.557,100,25,10
6,8,57.289,0.637,0.328,146.000,116.000,0.557,100,25,10
7,8,57.289,0.637,0.442,146.000,116.000,0.557,100,25,10
8,8,57.289,0.637,0.505,146.000,116.000,0.557,100,25,10
9,8,57.289,0.637,0.618,146.000,116.000,0.557,100,25,10
10,8,57.289,0.637,0.666,146.000,116.000,0.557,100,25,10
11,8,57.249,0.639,0.736,146.000,116.000,0.557,100,25,10
12,8,57.249,0.639,0.826,146.000,116.000,0.557,100,25,10
13,8,57.249,0.639,0.827,146.000,116.000,0.557,100,25,10
14,8,57.249,0.639,0.828,146.000,116.000,0.557,100,25,10
15,8,57.249,0.639,0.828,146.000,116.000,0.557,100,25,10
16,8,57.249,0.639,0.851,146.000,116.000,0.557,100,25,10
17,8,57.249,0.639,0.852,146.000,116.000,0.557,100,25,10
18,8,57.249,0.639,0.852,146.000,116.000,0.557,100,25,10
19,8,57.249,0.639,0.853,146.000,116.000,0.557,100,25,10
20,8,57.226,0.639,0.853,146.000,116.000,0.557,100,25,10
21,8,57.226,0.639,0.854,146.000,116.000,0.557,100,25,10
22,8,57.226,0.639,0.854,146.000,116.000,0.557,100,25,10
23,8,57.226,0.639,0.855,146.000,116.000,0.557,100,25,10
24,8,57.226,0.639,0.855,146.000,116.000,0.557,100,25,10
25,8,57.226,0.639,0.856,146.000,116.000,0.557,100,25,10
26,8,57.226,0.639,0.856,146.000,116.000,0.557,100,25,10
27,8,57.226,0.639,0.857,146.000,116.000,0.557,100,25,10
28,8,57.226,0.639,0.857,146.000,116.000,0.557,100,25,10
29,8,57.226,0.639,0.858,146.000,116.000,0.557,100,25,10
30,8,57.226,0.639,0.859,146.000,116.000,0.557,100,25,10
31,8,57.226,0.639,0.859,146.000,116.000,0.557,100,25,10
32,8,57.226,0.639,0.860,146.000,116.000,0.557,100,25,10
33,8,57.226,0.639,0.860,146.000,116.000,0.557,100,25,10
34,8,57.226,0.639,0.860,146.000,116.000,0.557,100,25,10
35,8,53.047,0.667,0.861,162.000,100.000,0.618,100,25,10
36,8,53.047,0.667,0.861,162.000,100.000,0.618,100,25,10
37,8,52.961,0.667,0.862,162.000,100.000,0.618,100,25,10
38,8,52.961,0.667,0.862,162.000,100.000,0.618,100,25,10
39,8,52.961,0.667,0.863,162.000,100.000,0.618,100,25,10
40,8,52.961,0.667,0.863,162.000,100.000,0.618,100,25,10
41,8,52.961,0.667,0.864,162.000,100.000,0.618,100,25,10
42,8,52.961,0.667,0.864,162.000,100.000,0.618,100,25,10
43,8,52.961,0.667,0.865,162.000,100.000,0.618,100,25,10
44,8,52.907,0.673,0.865,160.000,102.000,0.611,100,25,10
45,8,52.907,0.673,0.866,161.000,101.000,0.615,100,25,10
46,8,52.907,0.673,1.020,161.000,101.000,0.615,100,25,10
47,8,52.906,0.673,1.021,161.000,101.000,0.615,100,25,10
48,8,52.906,0.673,1.021,161.000,101.000,0.615,100,25,10
49,8,52.906,0.673,1.021,161.000,101.000,0.615,100,25,10
50,8,52.704,0.671,1.022,160.000,102.000,0.611,100,25,10
51,8,52.704,0.671,1.022,160.000,102.000,0.611,100,25,10
52,8,52.704,0.671,1.022,160.000,102.000,0.611,100,25,10
53,8,52.704,0.671,1.023,160.000,102.000,0.611,100,25,10
54,8,52.704,0.671,1.023,160.000,102.000,0.611,100,25,10
55,8,52.704,0.671,1.023,160.000,102.000,0.611,100,25,10
56,8,52.704,0.671,1.024,160.000,102.000,0.611,100,25,10
57,8,52.704,0.671,1.024,160.000,102.000,0.611,100,25,10
58,8,52.704,0.671,1.024,160.000,102.000,0.611,100,25,10
59,8,52.704,0.671,1.025,160.000,102.000,0.611,100,25,10
60,8,52.704,0.671,1.025,160.000,102.000,0.611,100,25,10
61,8,52.704,0.671,1.025,160.000,102.000,0.611,100,25,10
62,8,52.704,0.671,1.026,160.000,102.000,0.611,100,25,10
63,8,52.704,0.671,1.026,160.000,102.000,0.611,100,25,10
64,8,52.704,0.671,1.026,160.000,102.000,0.611,100,25,10
65,8,52.704,0.671,1.027,160.000,102.000,0.611,100,25,10
66,8,52.704,0.671,1.027,160.000,102.000,0.611,100,25,10
67,8,52.704,0.671,1.027,160.000,102.000,0.611,100,25,10
68,8,52.704,0.671,1.028,160.000,102.000,0.611,100,25,10
69,8,52.703,0.671,1.028,160.000,102.000,0.611,100,25,10
70,8,52.703,0.671,1.028,160.000,102.000,0.611,100,25,10
71,8,52.671,0.673,1.029,160.000,102.000,0.611,100,25,10
72,8,52.670,0.673,1.029,159.000,103.000,0.607,100,25,10
73,8,52.670,0.673,1.029,159.000,103.000,0.607,100,25,10
74,8,52.670,0.673,1.029,159.000,103.000,0.607,100,25,10
75,8,52.670,0.673,1.030,159.000,103.000,0.607,100,25,10
76,8,52.670,0.673,1.030,159.000,103.000,0.607,100,25,10
77,8,52.670,0.673,1.030,159.000,103.000,0.607,100,25,10
78,8,52.657,0.673,1.031,158.000,104.000,0.603,100,25,10
79,8,52.655,0.673,1.031,158.000,104.000,0.603,100,25,10
80,8,52.655,0.673,1.031,158.000,104.000,0.603,100,25,10
81,8,52.655,0.673,1.032,158.000,104.000,0.603,100,25,10
82,8,52.655,0.673,1.032,158.000,104.000,0.603,100,25,10
83,8,52.653,0.673,1.033,158.000,104.000,0.603,100,25,10
84,8,52.653,0.673,1.033,158.000,104.000,0.603,100,25,10
85,8,52.653,0.673,1.033,158.000,104.000,0.603,100,25,10
86,8,52.653,0.673,1.034,158.000,104.000,0.603,100,25,10
87,8,52.653,0.673,1.184,158.000,104.000,0.603,100,25,10
88,8,52.653,0.673,1.185,158.000,104.000,0.603,100,25,10
89,8,52.653,0.673,1.185,158.000,104.000,0.603,100,25,10
90,8,52.653,0.673,1.185,158.000,104.000,0.603,100,25,10
91,8,52.653,0.673,1.186,158.000,104.000,0.603,100,25,10
92,8,52.653,0.673,1.186,158.000,104.000,0.603,100,25,10
93,8,52.653,0.673,1.186,158.000,104.000,0.603,100,25,10
94,8,52.653,0.673,1.187,158.000,104.000,0.603,100,25,10
95,8,52.653,0.673,1.187,158.000,104.000,0.603,100,25,10
96,8,52.653,0.673,1.187,158.000,104.000,0.603,100,25,10
97,8,52.653,0.673,1.188,158.000,104.000,0.603,100,25,10
98,8,52.653,0.673,1.188,158.000,104.000,0.603,100,25,10
99,8,52.653,0.673,1.188,158.000,104.000,0.603,100,25,10
100,8,52.653,0.673,1.189,158.000,104.000,0.603,100,25,10
1,2,61.218,0.647,0.001,160.000,102.000,0.611,200,75,50
2,2,58.291,0.649,0.002,160.000,102.000,0.611,200,75,50
3,2,58.291,0.649,0.007,160.000,102.000,0.611,200,75,50
4,2,58.291,0.649,0.009,160.000,102.000,0.611,200,75,50
5,2,58.291,0.649,0.011,160.000,102.000,0.611,200,75,50
6,2,58.291,0.649,0.074,160.000,102.000,0.611,200,75,50
7,2,58.291,0.649,0.298,160.000,102.000,0.611,200,75,50
8,2,58.291,0.649,0.401,160.000,102.000,0.611,200,75,50
9,2,58.194,0.649,0.402,160.000,102.000,0.611,200,75,50
10,2,58.194,0.649,0.444,160.000,102.000,0.611,200,75,50
11,2,58.194,0.649,0.585,160.000,102.000,0.611,200,75,50
12,2,58.149,0.649,0.586,160.000,102.000,0.611,200,75,50
13,2,58.149,0.649,0.586,160.000,102.000,0.611,200,75,50
14,2,56.653,0.651,0.587,160.000,102.000,0.611,200,75,50
15,2,56.650,0.651,0.587,160.000,102.000,0.611,200,75,50
16,2,56.650,0.651,0.588,160.000,102.000,0.611,200,75,50
17,2,56.439,0.651,0.588,160.000,102.000,0.611,200,75,50
18,2,56.439,0.651,0.589,160.000,102.000,0.611,200,75,50
19,2,55.740,0.651,0.589,160.000,102.000,0.611,200,75,50
20,2,55.740,0.651,0.685,160.000,102.000,0.611,200,75,50
21,2,55.740,0.651,0.686,160.000,102.000,0.611,200,75,50
22,2,55.740,0.651,0.686,160.000,102.000,0.611,200,75,50
23,2,55.740,0.651,0.687,160.000,102.000,0.611,200,75,50
24,2,55.740,0.651,0.687,160.000,102.000,0.611,200,75,50
25,2,55.723,0.651,0.688,160.000,102.000,0.611,200,75,50
26,2,55.723,0.651,0.688,160.000,102.000,0.611,200,75,50
27,2,55.723,0.651,0.689,160.000,102.000,0.611,200,75,50
28,2,55.723,0.651,0.689,160.000,102.000,0.611,200,75,50
29,2,55.687,0.651,0.690,160.000,102.000,0.611,200,75,50
30,2,55.655,0.653,0.690,160.000,102.000,0.611,200,75,50
31,2,55.655,0.653,0.690,160.000,102.000,0.611,200,75,50
32,2,55.655,0.653,0.691,160.000,102.000,0.611,200,75,50
33,2,55.655,0.653,0.691,160.000,102.000,0.611,200,75,50
34,2,55.655,0.653,0.692,160.000,102.000,0.611,200,75,50
35,2,55.655,0.653,0.692,160.000,102.000,0.611,200,75,50
36,2,55.655,0.653,0.693,160.000,102.000,0.611,200,75,50
37,2,55.655,0.653,0.693,160.000,102.000,0.611,200,75,50
38,2,55.655,0.653,0.694,160.000,102.000,0.611,200,75,50
39,2,55.655,0.653,0.694,160.000,102.000,0.611,200,75,50
40,2,55.655,0.653,0.695,160.000,102.000,0.611,200,75,50
41,2,55.655,0.653,0.696,160.000,102.000,0.611,200,75,50
42,2,55.655,0.653,0.696,160.000,102.000,0.611,200,75,50
43,2,54.739,0.667,0.696,163.000,99.000,0.622,200,75,50
44,2,54.589,0.667,0.697,163.000,99.000,0.622,200,75,50
45,2,54.287,0.667,0.697,163.000,99.000,0.622,200,75,50
46,2,54.287,0.667,0.698,163.000,99.000,0.622,200,75,50
47,2,54.287,0.667,0.698,163.000,99.000,0.622,200,75,50
48,2,54.276,0.667,0.698,163.000,99.000,0.622,200,75,50
49,2,54.145,0.669,0.699,163.000,99.000,0.622,200,75,50
50,2,54.145,0.669,0.699,163.000,99.000,0.622,200,75,50
51,2,53.856,0.669,0.699,163.000,99.000,0.622,200,75,50
52,2,53.856,0.669,0.700,163.000,99.000,0.622,200,75,50
53,2,53.856,0.669,0.700,163.000,99.000,0.622,200,75,50
54,2,53.856,0.669,0.700,163.000,99.000,0.622,200,75,50
55,2,53.856,0.669,0.701,163.000,99.000,0.622,200,75,50
56,2,53.856,0.669,0.701,163.000,99.000,0.622,200,75,50
57,2,53.856,0.669,0.701,163.000,99.000,0.622,200,75,50
58,2,53.856,0.669,0.702,163.000,99.000,0.622,200,75,50
59,2,53.856,0.669,0.702,163.000,99.000,0.622,200,75,50
60,2,53.856,0.669,0.702,163.000,99.000,0.622,200,75,50
61,2,53.792,0.669,0.702,163.000,99.000,0.622,200,75,50
62,2,53.635,0.671,0.703,163.000,99.000,0.622,200,75,50
63,2,53.632,0.671,0.703,163.000,99.000,0.622,200,75,50
64,2,53.632,0.671,0.703,163.000,99.000,0.622,200,75,50
65,2,53.632,0.671,0.915,163.000,99.000,0.622,200,75,50
66,2,53.632,0.671,0.915,163.000,99.000,0.622,200,75,50
67,2,53.632,0.671,1.024,163.000,99.000,0.622,200,75,50
68,2,53.632,0.671,1.025,163.000,99.000,0.622,200,75,50
69,2,53.632,0.671,1.184,163.000,99.000,0.622,200,75,50
70,2,53.632,0.671,1.185,163.000,99.000,0.622,200,75,50
71,2,53.632,0.671,1.191,163.000,99.000,0.622,200,75,50
72,2,53.630,0.671,1.191,163.000,99.000,0.622,200,75,50
73,2,53.630,0.671,1.191,163.000,99.000,0.622,200,75,50
74,2,53.630,0.671,1.192,163.000,99.000,0.622,200,75,50
75,2,53.630,0.671,1.373,163.000,99.000,0.622,200,75,50
76,2,53.592,0.673,1.374,162.000,100.000,0.618,200,75,50
77,2,53.592,0.673,1.374,162.000,100.000,0.618,200,75,50
78,2,53.592,0.673,1.374,162.000,100.000,0.618,200,75,50
79,2,53.592,0.673,1.374,162.000,100.000,0.618,200,75,50
80,2,53.592,0.673,1.375,162.000,100.000,0.618,200,75,50
81,2,53.592,0.673,1.375,162.000,100.000,0.618,200,75,50
82,2,53.592,0.673,1.375,162.000,100.000,0.618,200,75,50
83,2,53.592,0.673,1.376,162.000,100.000,0.618,200,75,50
84,2,53.434,0.671,1.376,163.000,99.000,0.622,200,75,50
85,2,53.434,0.671,1.376,163.000,99.000,0.622,200,75,50
86,2,53.434,0.671,1.377,163.000,99.000,0.622,200,75,50
87,2,53.434,0.671,1.377,163.000,99.000,0.622,200,75,50
88,2,53.434,0.671,1.378,163.000,99.000,0.622,200,75,50
89,2,53.434,0.671,1.378,163.000,99.000,0.622,200,75,50
90,2,53.434,0.671,1.379,163.000,99.000,0.622,200,75,50
91,2,53.433,0.671,1.379,163.000,99.000,0.622,200,75,50
92,2,53.433,0.671,1.379,163.000,99.000,0.622,200,75,50
93,2,53.433,0.671,1.380,163.000,99.000,0.622,200,75,50
94,2,53.433,0.671,1.380,163.000,99.000,0.622,200,75,50
95,2,53.433,0.671,1.381,163.000,99.000,0.622,200,75,50
96,2,53.433,0.671,1.382,163.000,99.000,0.622,200,75,50
97,2,53.433,0.671,1.382,163.000,99.000,0.622,200,75,50
98,2,53.410,0.671,1.383,163.000,99.000,0.622,200,75,50
99,2,53.410,0.671,1.383,163.000,99.000,0.622,200,75,50
100,2,53.408,0.671,1.383,163.000,99.000,0.622,200,75,50
1,9,61.950,0.588,0.002,156.000,106.000,0.595,200,75,50
2,9,61.950,0.588,0.003,156.000,106.000,0.595,200,75,50
3,9,57.088,0.613,0.027,161.000,101.000,0.615,200,75,50
4,9,57.088,0.613,0.229,161.000,101.000,0.615,200,75,50
5,9,57.088,0.613,0.311,161.000,101.000,0.615,200,75,50
6,9,57.088,0.613,0.413,161.000,101.000,0.615,200,75,50
7,9,57.088,0.613,0.539,161.000,101.000,0.615,200,75,50
8,9,57.088,0.613,0.673,161.000,101.000,0.615,200,75,50
9,9,55.238,0.686,0.675,166.000,96.000,0.634,200,75,50
10,9,55.238,0.686,0.778,166.000,96.000,0.634,200,75,50
11,9,55.238,0.686,0.887,166.000,96.000,0.634,200,75,50
12,9,55.238,0.686,0.888,166.000,96.000,0.634,200,75,50
13,9,55.224,0.686,0.889,166.000,96.000,0.634,200,75,50
14,9,55.224,0.686,0.889,166.000,96.000,0.634,200,75,50
15,9,55.224,0.686,0.890,166.000,96.000,0.634,200,75,50
16,9,55.224,0.686,0.891,166.000,96.000,0.634,200,75,50
17,9,55.189,0.686,0.891,166.000,96.000,0.634,200,75,50
18,9,55.189,0.686,0.892,166.000,96.000,0.634,200,75,50
19,9,55.189,0.686,1.084,166.000,96.000,0.634,200,75,50
20,9,55.117,0.686,1.085,166.000,96.000,0.634,200,75,50
21,9,55.117,0.686,1.085,166.000,96.000,0.634,200,75,50
22,9,55.117,0.686,1.086,166.000,96.000,0.634,200,75,50
23,9,55.117,0.686,1.087,166.000,96.000,0.634,200,75,50
24,9,55.117,0.686,1.087,166.000,96.000,0.634,200,75,50
25,9,55.117,0.686,1.088,166.000,96.000,0.634,200,75,50
26,9,55.117,0.686,1.089,166.000,96.000,0.634,200,75,50
27,9,55.117,0.686,1.089,166.000,96.000,0.634,200,75,50
28,9,55.117,0.686,1.089,166.000,96.000,0.634,200,75,50
29,9,54.964,0.688,1.203,168.000,94.000,0.641,200,75,50
30,9,54.964,0.688,1.203,168.000,94.000,0.641,200,75,50
