a,b,c,d,e,f,g,h,i,j
1,5,64.148,0.659,0.062,161.000,101.000,0.615,0.95,100000
2,5,64.148,0.659,0.063,161.000,101.000,0.615,0.95,100000
3,5,70.305,0.446,0.064,137.000,125.000,0.523,0.95,100000
4,5,68.611,0.458,0.072,140.000,122.000,0.534,0.95,100000
5,5,69.540,0.452,0.073,138.000,124.000,0.527,0.95,100000
6,5,69.613,0.452,0.073,138.000,124.000,0.527,0.95,100000
7,5,69.476,0.454,0.074,138.000,124.000,0.527,0.95,100000
8,5,71.284,0.452,0.075,135.000,127.000,0.515,0.95,100000
9,5,83.449,0.381,0.075,111.000,151.000,0.424,0.95,100000
10,5,83.449,0.381,0.076,111.000,151.000,0.424,0.95,100000
11,5,84.546,0.373,0.077,111.000,151.000,0.424,0.95,100000
12,5,82.544,0.323,0.077,103.000,159.000,0.393,0.95,100000
13,5,82.949,0.318,0.078,104.000,158.000,0.397,0.95,100000
14,5,83.088,0.333,0.079,103.000,159.000,0.393,0.95,100000
15,5,83.088,0.333,0.079,103.000,159.000,0.393,0.95,100000
16,5,83.183,0.333,0.080,103.000,159.000,0.393,0.95,100000
17,5,81.546,0.337,0.081,103.000,159.000,0.393,0.95,100000
18,5,78.972,0.337,0.081,103.000,159.000,0.393,0.95,100000
19,5,78.946,0.337,0.082,103.000,159.000,0.393,0.95,100000
20,5,80.687,0.337,0.083,103.000,159.000,0.393,0.95,100000
21,5,80.687,0.337,0.083,103.000,159.000,0.393,0.95,100000
22,5,80.687,0.337,0.084,103.000,159.000,0.393,0.95,100000
23,5,80.565,0.337,0.084,103.000,159.000,0.393,0.95,100000
24,5,73.497,0.337,0.085,103.000,159.000,0.393,0.95,100000
25,5,73.497,0.337,0.086,103.000,159.000,0.393,0.95,100000
26,5,74.834,0.371,0.087,111.000,151.000,0.424,0.95,100000
27,5,78.902,0.371,0.087,111.000,151.000,0.424,0.95,100000
28,5,78.902,0.371,0.088,111.000,151.000,0.424,0.95,100000
29,5,80.823,0.371,0.386,111.000,151.000,0.424,0.95,100000
30,5,79.632,0.396,0.387,117.000,145.000,0.447,0.95,100000
31,5,79.385,0.396,0.387,117.000,145.000,0.447,0.95,100000
32,5,79.433,0.396,0.388,117.000,145.000,0.447,0.95,100000
33,5,79.438,0.396,0.392,117.000,145.000,0.447,0.95,100000
34,5,77.610,0.396,0.412,117.000,145.000,0.447,0.95,100000
35,5,71.608,0.560,0.413,143.000,119.000,0.546,0.95,100000
36,5,78.749,0.396,0.414,117.000,145.000,0.447,0.95,100000
37,5,78.749,0.396,0.414,117.000,145.000,0.447,0.95,100000
38,5,78.626,0.396,0.583,117.000,145.000,0.447,0.95,100000
39,5,78.706,0.396,0.583,117.000,145.000,0.447,0.95,100000
40,5,75.292,0.487,0.584,134.000,128.000,0.511,0.95,100000
41,5,74.980,0.523,0.585,138.000,124.000,0.527,0.95,100000
42,5,75.620,0.523,0.585,138.000,124.000,0.527,0.95,100000
43,5,75.027,0.400,0.586,118.000,144.000,0.450,0.95,100000
44,5,69.199,0.491,0.587,133.000,129.000,0.508,0.95,100000
45,5,69.212,0.493,0.587,133.000,129.000,0.508,0.95,100000
46,5,69.212,0.493,0.588,133.000,129.000,0.508,0.95,100000
47,5,67.609,0.592,0.588,148.000,114.000,0.565,0.95,100000
48,5,65.280,0.615,0.589,152.000,110.000,0.580,0.95,100000
49,5,65.264,0.615,0.590,152.000,110.000,0.580,0.95,100000
50,5,64.529,0.621,0.590,158.000,104.000,0.603,0.95,100000
51,5,61.534,0.661,0.591,157.000,105.000,0.599,0.95,100000
52,5,66.349,0.613,0.592,148.000,114.000,0.565,0.95,100000
53,5,65.629,0.613,0.593,148.000,114.000,0.565,0.95,100000
54,5,66.132,0.613,0.593,148.000,114.000,0.565,0.95,100000
55,5,66.132,0.613,0.594,148.000,114.000,0.565,0.95,100000
56,5,66.132,0.613,0.595,148.000,114.000,0.565,0.95,100000
57,5,66.132,0.613,0.596,148.000,114.000,0.565,0.95,100000
58,5,66.132,0.613,0.597,148.000,114.000,0.565,0.95,100000
59,5,66.166,0.613,0.597,148.000,114.000,0.565,0.95,100000
60,5,66.166,0.613,0.598,148.000,114.000,0.565,0.95,100000
61,5,66.166,0.613,0.598,148.000,114.000,0.565,0.95,100000
62,5,66.166,0.613,0.599,148.000,114.000,0.565,0.95,100000
63,5,71.874,0.533,0.599,136.000,126.000,0.519,0.95,100000
64,5,71.809,0.531,0.600,135.000,127.000,0.515,0.95,100000
65,5,71.022,0.540,0.601,141.000,121.000,0.538,0.95,100000
66,5,71.026,0.540,0.602,141.000,121.000,0.538,0.95,100000
67,5,71.026,0.540,0.602,141.000,121.000,0.538,0.95,100000
68,5,70.480,0.552,0.603,138.000,124.000,0.527,0.95,100000
69,5,60.592,0.673,0.604,157.000,105.000,0.599,0.95,100000
70,5,60.592,0.673,0.604,157.000,105.000,0.599,0.95,100000
71,5,60.070,0.659,0.605,152.000,110.000,0.580,0.95,100000
72,5,60.070,0.659,0.605,152.000,110.000,0.580,0.95,100000
73,5,60.070,0.659,0.606,152.000,110.000,0.580,0.95,100000
74,5,60.070,0.659,0.607,152.000,110.000,0.580,0.95,100000
75,5,60.023,0.661,0.607,152.000,110.000,0.580,0.95,100000
76,5,60.112,0.661,0.608,152.000,110.000,0.580,0.95,100000
77,5,60.144,0.661,0.608,153.000,109.000,0.584,0.95,100000
78,5,60.144,0.661,0.613,153.000,109.000,0.584,0.95,100000
79,5,58.580,0.675,0.614,158.000,104.000,0.603,0.95,100000
80,5,58.580,0.675,0.614,158.000,104.000,0.603,0.95,100000
81,5,58.385,0.675,0.615,158.000,104.000,0.603,0.95,100000
82,5,58.385,0.675,0.616,158.000,104.000,0.603,0.95,100000
83,5,58.385,0.675,0.616,158.000,104.000,0.603,0.95,100000
84,5,56.818,0.675,0.617,158.000,104.000,0.603,0.95,100000
85,5,56.818,0.675,0.617,158.000,104.000,0.603,0.95,100000
86,5,56.800,0.675,0.618,157.000,105.000,0.599,0.95,100000
87,5,56.800,0.675,0.618,157.000,105.000,0.599,0.95,100000
88,5,56.952,0.673,0.621,158.000,104.000,0.603,0.95,100000
89,5,57.005,0.673,0.621,156.000,106.000,0.595,0.95,100000
90,5,57.005,0.673,0.622,156.000,106.000,0.595,0.95,100000
91,5,57.005,0.673,0.623,156.000,106.000,0.595,0.95,100000
92,5,57.005,0.673,0.623,156.000,106.000,0.595,0.95,100000
93,5,57.005,0.673,0.624,156.000,106.000,0.595,0.95,100000
94,5,60.745,0.673,0.625,156.000,106.000,0.595,0.95,100000
95,5,60.745,0.673,0.625,156.000,106.000,0.595,0.95,100000
96,5,64.360,0.671,0.625,156.000,106.000,0.595,0.95,100000
97,5,64.360,0.671,0.626,156.000,106.000,0.595,0.95,100000
98,5,60.217,0.673,0.626,156.000,106.000,0.595,0.95,100000
99,5,60.217,0.673,0.627,156.000,106.000,0.595,0.95,100000
100,5,61.125,0.673,0.627,156.000,106.000,0.595,0.95,100000
1,2,78.481,0.320,0.110,106.000,156.000,0.405,0.95,100000
2,2,78.481,0.320,0.111,106.000,156.000,0.405,0.95,100000
3,2,78.749,0.335,0.112,102.000,160.000,0.389,0.95,100000
4,2,78.749,0.335,0.113,102.000,160.000,0.389,0.95,100000
5,2,78.762,0.335,0.113,102.000,160.000,0.389,0.95,100000
6,2,76.590,0.335,0.114,102.000,160.000,0.389,0.95,100000
7,2,76.738,0.335,0.115,102.000,160.000,0.389,0.95,100000
8,2,73.704,0.339,0.115,102.000,160.000,0.389,0.95,100000
9,2,73.704,0.339,0.116,102.000,160.000,0.389,0.95,100000
10,2,73.704,0.339,0.117,102.000,160.000,0.389,0.95,100000
11,2,76.719,0.333,0.117,102.000,160.000,0.389,0.95,100000
12,2,76.589,0.337,0.118,108.000,154.000,0.412,0.95,100000
13,2,76.589,0.337,0.119,108.000,154.000,0.412,0.95,100000
14,2,76.256,0.337,0.119,108.000,154.000,0.412,0.95,100000
15,2,69.668,0.345,0.120,111.000,151.000,0.424,0.95,100000
16,2,68.231,0.347,0.121,112.000,150.000,0.427,0.95,100000
17,2,68.231,0.347,0.121,112.000,150.000,0.427,0.95,100000
18,2,67.282,0.347,0.122,114.000,148.000,0.435,0.95,100000
19,2,67.201,0.349,0.122,111.000,151.000,0.424,0.95,100000
20,2,59.647,0.566,0.123,156.000,106.000,0.595,0.95,100000
21,2,59.647,0.566,0.124,156.000,106.000,0.595,0.95,100000
22,2,59.647,0.566,0.125,156.000,106.000,0.595,0.95,100000
23,2,65.924,0.383,0.125,116.000,146.000,0.443,0.95,100000
24,2,65.924,0.383,0.126,116.000,146.000,0.443,0.95,100000
25,2,77.310,0.367,0.127,115.000,147.000,0.439,0.95,100000
26,2,77.321,0.367,0.127,114.000,148.000,0.435,0.95,100000
27,2,75.304,0.398,0.128,112.000,150.000,0.427,0.95,100000
28,2,84.010,0.369,0.129,105.000,157.000,0.401,0.95,100000
29,2,82.225,0.381,0.130,99.000,163.000,0.378,0.95,100000
30,2,79.441,0.387,0.130,99.000,163.000,0.378,0.95,100000
31,2,77.390,0.393,0.131,99.000,163.000,0.378,0.95,100000
32,2,82.660,0.337,0.132,99.000,163.000,0.378,0.95,100000
33,2,82.660,0.337,0.132,99.000,163.000,0.378,0.95,100000
34,2,83.942,0.337,0.133,99.000,163.000,0.378,0.95,100000
35,2,84.006,0.337,0.134,99.000,163.000,0.378,0.95,100000
36,2,84.674,0.337,0.134,99.000,163.000,0.378,0.95,100000
37,2,84.809,0.335,0.135,99.000,163.000,0.378,0.95,100000
38,2,84.809,0.335,0.136,99.000,163.000,0.378,0.95,100000
39,2,85.251,0.335,0.136,99.000,163.000,0.378,0.95,100000
40,2,85.287,0.335,0.137,99.000,163.000,0.378,0.95,100000
41,2,85.485,0.333,0.344,100.000,162.000,0.382,0.95,100000
42,2,85.485,0.333,0.344,100.000,162.000,0.382,0.95,100000
43,2,84.711,0.333,0.345,100.000,162.000,0.382,0.95,100000
44,2,84.555,0.333,0.347,100.000,162.000,0.382,0.95,100000
45,2,84.554,0.333,0.364,100.000,162.000,0.382,0.95,100000
46,2,84.553,0.333,0.365,100.000,162.000,0.382,0.95,100000
47,2,85.054,0.333,0.365,100.000,162.000,0.382,0.95,100000
48,2,85.054,0.333,0.366,100.000,162.000,0.382,0.95,100000
49,2,85.054,0.333,0.367,100.000,162.000,0.382,0.95,100000
50,2,85.054,0.333,0.367,100.000,162.000,0.382,0.95,100000
51,2,79.149,0.333,0.368,100.000,162.000,0.382,0.95,100000
52,2,79.149,0.333,0.369,100.000,162.000,0.382,0.95,100000
53,2,79.149,0.333,0.369,100.000,162.000,0.382,0.95,100000
54,2,79.141,0.333,0.370,100.000,162.000,0.382,0.95,100000
55,2,79.107,0.333,0.370,100.000,162.000,0.382,0.95,100000
56,2,79.107,0.333,0.371,100.000,162.000,0.382,0.95,100000
57,2,79.671,0.333,0.372,100.000,162.000,0.382,0.95,100000
58,2,79.112,0.333,0.373,100.000,162.000,0.382,0.95,100000
59,2,79.095,0.333,0.379,100.000,162.000,0.382,0.95,100000
60,2,79.095,0.333,0.380,100.000,162.000,0.382,0.95,100000
61,2,79.096,0.333,0.380,100.000,162.000,0.382,0.95,100000
62,2,79.096,0.333,0.381,100.000,162.000,0.382,0.95,100000
63,2,79.096,0.333,0.384,100.000,162.000,0.382,0.95,100000
64,2,79.096,0.333,0.385,100.000,162.000,0.382,0.95,100000
65,2,73.721,0.333,0.385,100.000,162.000,0.382,0.95,100000
66,2,73.721,0.333,0.386,100.000,162.000,0.382,0.95,100000
67,2,73.721,0.333,0.386,100.000,162.000,0.382,0.95,100000
68,2,73.721,0.333,0.387,100.000,162.000,0.382,0.95,100000
69,2,73.879,0.333,0.388,100.000,162.000,0.382,0.95,100000
70,2,74.393,0.333,0.388,100.000,162.000,0.382,0.95,100000
71,2,74.393,0.333,0.392,100.000,162.000,0.382,0.95,100000
72,2,74.011,0.333,0.393,100.000,162.000,0.382,0.95,100000
73,2,74.002,0.333,0.393,100.000,162.000,0.382,0.95,100000
74,2,78.685,0.333,0.394,100.000,162.000,0.382,0.95,100000
75,2,78.752,0.333,0.395,100.000,162.000,0.382,0.95,100000
76,2,82.931,0.333,0.395,100.000,162.000,0.382,0.95,100000
77,2,82.335,0.333,0.396,100.000,162.000,0.382,0.95,100000
78,2,82.335,0.333,0.397,100.000,162.000,0.382,0.95,100000
79,2,82.335,0.333,0.397,100.000,162.000,0.382,0.95,100000
80,2,82.335,0.333,0.398,100.000,162.000,0.382,0.95,100000
81,2,82.335,0.333,0.398,100.000,162.000,0.382,0.95,100000
82,2,82.408,0.333,0.399,100.000,162.000,0.382,0.95,100000
83,2,82.344,0.333,0.400,100.000,162.000,0.382,0.95,100000
84,2,82.225,0.333,0.400,100.000,162.000,0.382,0.95,100000
85,2,83.062,0.333,0.401,100.000,162.000,0.382,0.95,100000
86,2,94.300,0.333,0.401,100.000,162.000,0.382,0.95,100000
87,2,94.300,0.333,0.402,100.000,162.000,0.382,0.95,100000
88,2,94.300,0.333,0.402,100.000,162.000,0.382,0.95,100000
89,2,94.162,0.335,0.403,100.000,162.000,0.382,0.95,100000
90,2,94.144,0.335,0.403,100.000,162.000,0.382,0.95,100000
91,2,94.316,0.333,0.404,100.000,162.000,0.382,0.95,100000
92,2,94.316,0.333,0.409,100.000,162.000,0.382,0.95,100000
93,2,97.304,0.333,0.409,100.000,162.000,0.382,0.95,100000
94,2,95.553,0.325,0.410,105.000,157.000,0.401,0.95,100000
95,2,97.368,0.323,0.410,105.000,157.000,0.401,0.95,100000
96,2,98.083,0.333,0.410,100.000,162.000,0.382,0.95,100000
97,2,96.250,0.333,0.411,100.000,162.000,0.382,0.95,100000
98,2,96.239,0.333,0.411,100.000,162.000,0.382,0.95,100000
99,2,96.239,0.333,0.411,100.000,162.000,0.382,0.95,100000
100,2,89.519,0.341,0.412,102.000,160.000,0.389,0.95,100000
1,1,74.325,0.373,0.091,106.000,156.000,0.405,0.95,100000
2,1,74.325,0.373,0.091,106.000,156.000,0.405,0.95,100000
3,1,74.325,0.373,0.092,106.000,156.000,0.405,0.95,100000
4,1,74.325,0.373,0.093,106.000,156.000,0.405,0.95,100000
5,1,74.303,0.373,0.094,107.000,155.000,0.408,0.95,100000
6,1,74.303,0.373,0.095,107.000,155.000,0.408,0.95,100000
7,1,66.967,0.533,0.096,128.000,134.000,0.489,0.95,100000
8,1,61.381,0.661,0.096,159.000,103.000,0.607,0.95,100000
9,1,61.381,0.661,0.097,159.000,103.000,0.607,0.95,100000
10,1,66.111,0.345,0.098,101.000,161.000,0.385,0.95,100000
11,1,66.111,0.345,0.098,101.000,161.000,0.385,0.95,100000
12,1,66.165,0.343,0.099,101.000,161.000,0.385,0.95,100000
13,1,66.196,0.343,0.100,101.000,161.000,0.385,0.95,100000
14,1,66.264,0.341,0.101,101.000,161.000,0.385,0.95,100000
15,1,66.264,0.341,0.101,101.000,161.000,0.385,0.95,100000
16,1,66.264,0.341,0.102,101.000,161.000,0.385,0.95,100000
17,1,66.264,0.341,0.103,101.000,161.000,0.385,0.95,100000
18,1,66.222,0.341,0.103,101.000,161.000,0.385,0.95,100000
19,1,66.198,0.341,0.104,101.000,161.000,0.385,0.95,100000
20,1,66.198,0.341,0.105,101.000,161.000,0.385,0.95,100000
21,1,66.198,0.341,0.105,101.000,161.000,0.385,0.95,100000
22,1,66.198,0.341,0.106,101.000,161.000,0.385,0.95,100000
23,1,69.607,0.341,0.106,101.000,161.000,0.385,0.95,100000
24,1,69.607,0.341,0.107,101.000,161.000,0.385,0.95,100000
25,1,69.574,0.341,0.108,101.000,161.000,0.385,0.95,100000
26,1,69.589,0.341,0.109,101.000,161.000,0.385,0.95,100000
27,1,69.589,0.341,0.110,101.000,161.000,0.385,0.95,100000
28,1,69.591,0.341,0.110,101.000,161.000,0.385,0.95,100000
29,1,69.591,0.341,0.111,101.000,161.000,0.385,0.95,100000
30,1,74.680,0.341,0.112,101.000,161.000,0.385,0.95,100000
31,1,65.348,0.341,0.113,101.000,161.000,0.385,0.95,100000
32,1,65.348,0.341,0.113,101.000,161.000,0.385,0.95,100000
33,1,65.348,0.341,0.114,101.000,161.000,0.385,0.95,100000
34,1,65.941,0.341,0.115,101.000,161.000,0.385,0.95,100000
35,1,66.069,0.341,0.116,101.000,161.000,0.385,0.95,100000
36,1,66.069,0.341,0.116,101.000,161.000,0.385,0.95,100000
37,1,66.090,0.343,0.117,101.000,161.000,0.385,0.95,100000
38,1,66.090,0.343,0.118,101.000,161.000,0.385,0.95,100000
39,1,66.091,0.343,0.118,101.000,161.000,0.385,0.95,100000
40,1,64.195,0.341,0.119,101.000,161.000,0.385,0.95,100000
41,1,64.199,0.341,0.121,101.000,161.000,0.385,0.95,100000
42,1,65.810,0.341,0.122,101.000,161.000,0.385,0.95,100000
43,1,61.702,0.627,0.123,158.000,104.000,0.603,0.95,100000
44,1,61.702,0.627,0.123,158.000,104.000,0.603,0.95,100000
45,1,61.696,0.627,0.124,158.000,104.000,0.603,0.95,100000
46,1,61.696,0.627,0.124,158.000,104.000,0.603,0.95,100000
47,1,61.696,0.627,0.125,158.000,104.000,0.603,0.95,100000
48,1,61.692,0.627,0.126,158.000,104.000,0.603,0.95,100000
49,1,61.692,0.627,0.126,158.000,104.000,0.603,0.95,100000
50,1,61.691,0.627,0.128,158.000,104.000,0.603,0.95,100000
51,1,61.691,0.627,0.128,158.000,104.000,0.603,0.95,100000
52,1,60.679,0.627,0.129,156.000,106.000,0.595,0.95,100000
53,1,60.285,0.641,0.130,156.000,106.000,0.595,0.95,100000
54,1,60.285,0.641,0.131,156.000,106.000,0.595,0.95,100000
55,1,60.135,0.641,0.131,156.000,106.000,0.595,0.95,100000
56,1,58.999,0.667,0.132,158.000,104.000,0.603,0.95,100000
57,1,58.615,0.677,0.133,159.000,103.000,0.607,0.95,100000
58,1,58.364,0.677,0.133,159.000,103.000,0.607,0.95,100000
59,1,58.513,0.673,0.134,159.000,103.000,0.607,0.95,100000
60,1,58.513,0.673,0.136,159.000,103.000,0.607,0.95,100000
61,1,58.513,0.673,0.138,159.000,103.000,0.607,0.95,100000
62,1,58.513,0.673,0.138,159.000,103.000,0.607,0.95,100000
63,1,58.512,0.673,0.139,159.000,103.000,0.607,0.95,100000
64,1,58.512,0.673,0.139,159.000,103.000,0.607,0.95,100000
65,1,58.512,0.673,0.140,159.000,103.000,0.607,0.95,100000
66,1,58.515,0.673,0.141,159.000,103.000,0.607,0.95,100000
67,1,58.572,0.671,0.142,159.000,103.000,0.607,0.95,100000
68,1,66.153,0.410,0.143,107.000,155.000,0.408,0.95,100000
69,1,61.704,0.671,0.144,159.000,103.000,0.607,0.95,100000
70,1,61.609,0.675,0.145,159.000,103.000,0.607,0.95,100000
71,1,61.609,0.675,0.145,159.000,103.000,0.607,0.95,100000
72,1,61.609,0.675,0.146,159.000,103.000,0.607,0.95,100000
73,1,61.609,0.675,0.148,159.000,103.000,0.607,0.95,100000
74,1,61.615,0.675,0.148,159.000,103.000,0.607,0.95,100000
75,1,61.617,0.675,0.149,159.000,103.000,0.607,0.95,100000
76,1,61.630,0.675,0.150,160.000,102.000,0.611,0.95,100000
77,1,61.870,0.675,0.150,160.000,102.000,0.611,0.95,100000
78,1,61.870,0.675,0.151,160.000,102.000,0.611,0.95,100000
79,1,61.869,0.673,0.151,160.000,102.000,0.611,0.95,100000
80,1,61.869,0.673,0.155,160.000,102.000,0.611,0.95,100000
81,1,61.810,0.677,0.156,159.000,103.000,0.607,0.95,100000
82,1,61.810,0.677,0.156,159.000,103.000,0.607,0.95,100000
83,1,68.024,0.536,0.157,133.000,129.000,0.508,0.95,100000
84,1,68.024,0.536,0.165,133.000,129.000,0.508,0.95,100000
85,1,68.010,0.536,0.165,133.000,129.000,0.508,0.95,100000
86,1,67.904,0.535,0.166,133.000,129.000,0.508,0.95,100000
87,1,66.709,0.535,0.166,134.000,128.000,0.511,0.95,100000
88,1,66.709,0.535,0.167,134.000,128.000,0.511,0.95,100000
89,1,66.709,0.535,0.168,134.000,128.000,0.511,0.95,100000
90,1,66.700,0.535,0.169,134.000,128.000,0.511,0.95,100000
91,1,66.793,0.535,0.169,134.000,128.000,0.511,0.95,100000
92,1,66.793,0.535,0.170,134.000,128.000,0.511,0.95,100000
93,1,66.793,0.535,0.170,134.000,128.000,0.511,0.95,100000
94,1,66.683,0.535,0.171,135.000,127.000,0.515,0.95,100000
95,1,62.822,0.544,0.205,135.000,127.000,0.515,0.95,100000
96,1,62.822,0.544,0.205,135.000,127.000,0.515,0.95,100000
97,1,62.689,0.548,0.205,137.000,125.000,0.523,0.95,100000
98,1,62.689,0.548,0.206,137.000,125.000,0.523,0.95,100000
99,1,57.517,0.667,0.206,162.000,100.000,0.618,0.95,100000
100,1,57.517,0.667,0.206,162.000,100.000,0.618,0.95,100000
